line	position	sign	family	confidence	note	mark
c4a_L05	13	Y-LOOPS	Y-LOOPS	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L05	14	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L05	15	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L05	16	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L05	17	CIRC-O	CIRC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L05	18	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L06	1	O	O-PLUS	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	PLUS
c4a_L06	2	X	X-DASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c4a_L06	3	CHEVRON2	CHEVRON2	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L06	4	DASH-H	DASH-H	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L06	5	DIAMOND	DIAMOND	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L06	6	ARROW-UP	ARROW-UP	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L06	7	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L06	8	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L06	9	VENUS	VENUS	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L06	10	MARS	MARS	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L06	11	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L06	12	EIGHT	EIGHT	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L06	13	THETA	THETA-BAR	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR
c4a_L06	14	O	O-DASH2	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH2
c4a_L06	15	QUESTION	QUESTION	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L07	1	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L07	2	O	O-DASHBELOW	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASHBELOW
c4a_L07	3	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L07	4	S-CURL	S-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L07	5	PCT	PCT	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L07	6	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L07	7	O	O-TILDE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c4a_L07	8	VEE	VEE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L07	9	V-LOOP	V-LOOP	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L07	10	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L07	11	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L07	12	PCT	PCT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L07	13	O	O-DASH2	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH2
c4a_L07	14	HOOK-L	HOOK-L	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	1	TWO	TWO	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	2	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	3	DAGGER-O	DAGGER-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	4	EIGHT	EIGHT	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	5	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	6	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	7	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	8	CIRC-O	CIRC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	9	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	10	CROSS-T	CROSS-T	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	11	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	12	Y-LOOPS	Y-LOOPS	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	13	X	X-BAR	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR
c4a_L08	14	X-SLASH	X-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	15	O	O-TILDE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c4a_L08	16	VENUS	VENUS	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L08	17	QUESTION	QUESTION	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L09	1	XX	XX-TILDE	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c4a_L09	2	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L09	3	VENUS	VENUS	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L09	4	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L09	5	TAURUS	TAURUS	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L09	6	NOTE	NOTE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L09	7	NOTE	NOTE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L09	8	PICT-ARROW	PICT-ARROW	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L09	9	OMEGA	OMEGA	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L09	10	O	O-TILDE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c4a_L09	11	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L09	12	X-CURL	X-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L09	13	CC	CC-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c4a_L09	14	VENUS	VENUS	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L09	15	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	1	X-SLASH	X-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	2	O	O-DOT-STEM	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DOT-STEM
c4a_L10	3	NOTE	NOTE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	4	PICT-RUNNER	PICT-RUNNER	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	5	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	6	_	_	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	7	C	C-DOT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DOT
c4a_L10	8	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	9	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	10	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	11	PICT-HOUSE	PICT-HOUSE	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	12	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	13	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	14	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	15	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	16	DELTA	DELTA	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L10	17	_	_	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L11	1	ARCH	ARCH-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c4a_L11	2	II	II-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c4a_L11	3	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L11	4	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L11	5	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L11	6	_	_	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L11	7	O	O-TILDE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c4a_L11	8	PCT	PCT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L11	9	LOOP-STEM	LOOP-STEM	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L11	10	DELTA	DELTA	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L11	11	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	1	PICT-LEAF	PICT-LEAF	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	2	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	3	LOOP-TAIL	LOOP-TAIL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	4	Y-CURL	Y-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	5	OX	OX-TILDE	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c4a_L12	6	ARCH	ARCH-DASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c4a_L12	7	X	X	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	8	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	9	VEE	VEE	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	10	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	11	X-CURL	X-CURL	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	12	Y-CURL	Y-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	13	O	O-DASHBELOW	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASHBELOW
c4a_L12	14	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	15	SIGMA	SIGMA	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	16	QUESTION	QUESTION	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	17	QUESTION	QUESTION	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	18	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L12	19	OX	OX	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	1	PICT-ANCHOR	PICT-ANCHOR	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	2	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	3	DAGGER-O	DAGGER-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	4	F-LETTER	F-LETTER	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	5	EIGHT	EIGHT	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	6	BOX-GRID	BOX-GRID	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	7	Y-LOOPS	Y-LOOPS	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	8	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	9	U-CUP	U-CUP	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	10	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	11	WAVE	WAVE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	12	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	13	VENUS	VENUS	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	14	X	X-DASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c4a_L13	15	II	II-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c4a_L13	16	CIRC-O	CIRC-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L13	17	DAGGER-O	DAGGER-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L14	1	TWO	TWO	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L14	2	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L14	3	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L14	4	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L14	5	DIAMOND	DIAMOND	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L14	6	X	X-DASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c4a_L14	7	IOI	IOI-TILDE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c4a_L14	8	U	U-DASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c4a_L14	9	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L14	10	SIGMA	SIGMA	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L14	11	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L14	12	NOTE	NOTE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L14	13	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L01	1	CHEVRON2	CHEVRON2	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L01	2	RAM	RAM	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L01	3	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L01	4	STAR	STAR	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L01	5	HASH	HASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L01	6	ARROW-UP	ARROW-UP	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L01	7	X	X	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L01	8	SMILE	SMILE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L01	9	PCT	PCT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L01	10	S-CURL	S-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L01	11	PICT-ARROW	PICT-ARROW	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L02	1	DELTA	DELTA	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L02	2	DOTS	DOTS-DASH	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c4b_L02	3	ARROW-O	ARROW-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L02	4	CC	CC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c4b_L02	5	OX	OX-TILDE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c4b_L02	6	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L02	7	O	O-DASH2	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH2
c4b_L02	8	PCT	PCT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L02	9	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L02	10	II-SLASH	II-SLASH	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L02	11	DOLLAR	DOLLAR	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L02	12	LOOP-TAIL	LOOP-TAIL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L02	13	S-CURL	S-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L02	14	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L02	15	WAVE	WAVE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L03	1	S-CURL	S-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L03	2	X	X-BAR-CC	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR-CC
c4b_L03	3	SUN	SUN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L03	4	CHEVRON2	CHEVRON2	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L03	5	GEAR-DOT	GEAR-DOT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L03	6	CHEVRON2	CHEVRON2	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L03	7	OX	OX-TILDE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c4b_L03	8	PICT-FACE	PICT-FACE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L03	9	NOTE	NOTE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L03	10	ARCH	ARCH-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c4b_L03	11	O	O-TILDE	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c4b_L03	12	PCT	PCT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L03	13	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L04	1	DIAMOND	DIAMOND	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L04	2	SIGMA	SIGMA	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L04	3	ARCH	ARCH-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c4b_L04	4	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L04	5	VENUS	VENUS	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L04	6	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L04	7	EIGHT	EIGHT	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L04	8	CHEVRON	CHEVRON	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L04	9	CHEVRON	CHEVRON	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L04	10	CIRC-O	CIRC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L04	11	SLASH	SLASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L04	12	II	II-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c4b_L04	13	CIRC-O	CIRC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L04	14	CIRC-O	CIRC-O	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L04	15	THETA	THETA-BAR	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR
c4b_L04	16	S-CURL	S-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L05	1	O	O-DOT-STEM	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DOT-STEM
c4b_L05	2	PICT-CROSSED	PICT-CROSSED	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L05	3	LOOP-STEM	LOOP-STEM	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L05	4	V-LOOP	V-LOOP	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L05	5	M-LETTER	M-LETTER	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L05	6	THREE	THREE	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L05	7	SLASH	SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L05	8	TAURUS	TAURUS	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L05	9	OMEGA	OMEGA-O	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c4b_L05	10	SCROLL-X	SCROLL-X	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L05	11	PICT-GLASS	PICT-GLASS	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L05	12	EIGHT	EIGHT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L05	13	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4b_L05	14	S-CURL	S-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
