n	page	line	x	type	d1	passA	passB
624	f28r	23	5556	box	0.119	omg	C09
625	f28r	23	5611	n	0.774	n	n
626	f28r	23	5654	v	0.326	v	v
627	f28r	23	5681	db	0.130	dag	C11
628	f28r	23	5734	lam	0.000	lam	C10
629	f28r	23	5802	o	0.224	o	o
630	f28r	23	5854	six	0.920	6	6
631	f28r	23	5909	7	0.210	z	7
632	f28r	23	5949	arr	0.182	phi	C06
633	f28r	23	6027	psi	0.667	psi	C13
634	f28r	23	6078	f	0.858	f	f
635	f28r	23	6116	rho	0.689	rho	C01
636	f28r	23	6182	z	0.641	z	z
637	f28r	23	6228	f	0.695	f	f
638	f28r	23	6284	dbar	0.665	dag	C11
639	f28r	23	6372	7	0.222	z	7
640	f28r	23	6417	l	0.770	lam	C04
641	f28r	23	6472	db	0.218	dag	C11
642	f28r	23	6516	lam	0.286	-	C10
643	f28r	23	6553	l	0.124	lam	C04
644	f28r	23	6594	arr	0.236	phi	C06
645	f28r	23	6660	psi	0.339	psi	C13
646	f28r	23	6721	7	0.575	z	.
647	f28r	23	6754	f	0.397	.	f
648	f28r	23	6811	T	0.351	.	T
649	f28r	23	6862	o	0.727	.	o
650	f28r	23	6892	arr	0.730	.	C06
651	f28r	23	6947	l	0.672	.	C04
652	f28r	23	7000	I	0.670	.	I
653	f28r	23	7057	psi	0.712	.	C13
654	f28r	23	7142	q	0.619	.	C01
655	f28r	23	7181	psi	0.677	.	C13
656	f28r	23	7244	lam	0.316	.	C10
657	f28r	23	7292	box	0.668	.	C09
658	f28r	23	7340	sq	0.170	.	a
659	f28r	23	7378	three	0.306	.	3
660	f28r	23	7436	psi	0.550	.	C06
661	f28r	23	7487	arr	0.670	.	C06
662	f28r	23	7535	l	0.586	.	C04
663	f28r	23	7583	db	0.606	.	C11
664	f28r	23	7615	lam	0.559	.	C10
665	f28r	23	7667	o	0.257	.	o
666	f28r	23	7703	v	0.313	.	v
667	f28r	23	7731	arr	0.769	.	C01
668	f28r	23	7770	ankh	0.975	.	.
669	f28r	24	5046	bz	0.096	Rk	l
670	f28r	24	5105	z	0.000	z	z
671	f28r	24	5150	v	0.599	v	v
672	f28r	24	5164	l	0.236	rho	C01
673	f28r	24	5228	R	0.262	-	R
674	f28r	24	5278	Del	0.807	A	C07
675	f28r	24	5326	o	0.224	o	o
676	f28r	24	5362	I	0.650	I	I
677	f28r	24	5382	arr	0.650	phi	-
678	f28r	24	5402	arr	0.606	lam	C06
679	f28r	24	5465	psi	0.633	z	C13
680	f28r	24	5525	q	0.074	n	-
681	f28r	24	5569	v	0.726	T	v
682	f28r	24	5621	th	0.154	phi	C19
683	f28r	24	5659	z	0.250	z	z
684	f28r	24	5693	f	0.735	v	f
685	f28r	24	5762	R	0.682	x	R
686	f28r	24	5808	o	0.576	boxx	o
687	f28r	24	5845	pi	1.077	lam	C06
688	f28r	24	5945	psi	0.143	rho	C01
689	f28r	24	5995	l	0.665	phi	C04
690	f28r	24	6049	T	0.836	T	7
691	f28r	24	6080	l	0.643	lam	C04
692	f28r	24	6145	lam	0.070	z	C10
693	f28r	24	6192	psi	0.101	v	C13
694	f28r	24	6249	X	0.856	x	x
695	f28r	24	6307	v	0.547	psi	v
696	f28r	24	6338	lam	0.583	lam	C10
697	f28r	24	6379	l	0.195	Rk	C04
698	f28r	24	6423	I	0.605	z	I
699	f28r	24	6470	Del	0.263	.	C07
700	f28r	24	6517	I	0.690	.	T
701	f28r	24	6575	psi	0.240	.	C06
702	f28r	24	6624	arr	0.394	.	C06|C04
703	f28r	24	6677	L	0.113	.	x|C18
704	f28r	24	6762	S	0.658	.	s
705	f28r	24	6794	db	0.756	.	C11
706	f28r	24	6847	zslash	0.222	.	C18
707	f28r	24	6903	z	0.241	.	z
708	f28r	24	6950	v	0.541	.	v
709	f28r	24	6980	lam	0.324	.	C10
710	f28r	24	7012	lamL	0.267	.	-
711	f28r	24	7104	pi	0.147	.	C14
712	f28r	24	7196	T	0.308	.	T
713	f28r	24	7249	o	0.578	.	o
714	f28r	24	7286	arr	0.778	.	C06
715	f28r	24	7352	v	0.846	.	h
716	f28r	24	7401	z	0.573	.	z
717	f28r	24	7447	lam	0.282	.	C10
718	f28r	24	7496	l	0.767	.	C04
719	f28r	24	7534	arr	0.654	.	C06
720	f28r	24	7593	db	0.663	.	C11
721	f28r	24	7637	dbar	0.206	.	C11
722	f28r	24	7720	arr	0.608	.	C06
723	f28r	24	7773	ankh	1.004	.	C01
724	f28r	25	4995	f	0.902	.	f
725	f28r	25	5067	l	0.641	.	C04
726	f28r	25	5130	T	0.673	.	T
727	f28r	25	5169	arr	0.679	.	C10
728	f28r	25	5224	v	0.000	.	v
729	f28r	25	5261	q	0.528	.	-
730	f28r	25	5300	psi	0.000	eps	C06
731	f28r	25	5336	f	0.118	f	f
732	f28r	25	5380	box	0.000	rho	C09
733	f28r	25	5423	7	0.158	psi	7
734	f28r	25	5473	lam	0.549	lam	C10
735	f28r	25	5510	box	0.139	T	C09
736	f28r	25	5564	o	0.614	phi	o
737	f28r	25	5602	v	0.650	o	v
738	f28r	25	5636	arr	0.637	lam	C10
739	f28r	25	5697	psi	0.730	I	C13
740	f28r	25	5757	w	0.388	omg	C14
741	f28r	25	5807	l	0.133	n	C04
742	f28r	25	5864	arr	0.674	v	C10
743	f28r	25	5927	db	0.773	dag	C11
744	f28r	25	5964	lam	0.221	lam	C10
745	f28r	25	6011	th	0.737	G7[?]	C19
746	f28r	25	6055	I	0.569	phi	I|I
747	f28r	25	6108	psi	0.626	psi	C13|C06
748	f28r	25	6159	f	0.693	f	f|f
749	f28r	25	6195	L	0.037	z	x|C18
750	f28r	25	6271	lam	0.221	f	C10|C10
751	f28r	25	6315	I	0.475	dag	I|I
752	f28r	25	6369	q	0.285	z	C01|C01
753	f28r	25	6408	psi	0.615	lam	C13|C13
754	f28r	25	6442	lamL	0.214	dag	C10|C10
755	f28r	25	6523	m	0.167	lam	m|m
756	f28r	25	6598	arr	0.199	phi	C10|C10
757	f28r	25	6642	db	0.249	z	C11|C11
758	f28r	25	6701	cross4	0.137	.	o
759	f28r	25	6826	arr	0.308	.	C10
760	f28r	26	5047	K	0.189	.	K
761	f28r	26	5090	pi	0.625	.	C14
762	f28r	26	5171	lamL	0.049	.	C10
763	f28r	26	5226	box	0.855	.	C09
764	f28r	26	5270	psi	0.692	.	C13
765	f28r	26	5327	X	0.875	Rk	x
766	f28r	26	5372	z	0.721	z	z
767	f28r	26	5413	v	0.528	v	v
768	f28r	26	5441	arr	0.867	-	C10
769	f28r	26	5505	q	0.697	rho	C01
770	f28r	26	5539	E	0.749	-	E
771	f28r	26	5581	v	0.238	-	v
772	f28r	26	5615	E	1.094	R?	s
773	f28r	26	5665	S	0.768	del	s
774	f28r	26	5706	o	0.619	o	o
775	f28r	26	5730	l	0.228	I	C04
776	f28r	26	5779	X	0.260	phi	x
777	f28r	26	5812	f	0.717	psi	f
778	f28r	26	5866	7	0.352	rho	7
779	f28r	26	5895	lam	0.822	v	C10
780	f28r	26	5940	l	0.116	the	C04
781	f28r	26	5981	ankh	0.155	z	C18
782	f28r	26	6023	f	0.697	f	f
783	f28r	26	6058	l	0.145	Rk	C04|C04
784	f28r	26	6115	o	0.789	o	o|o
785	f28r	26	6147	six	0.664	o	C12
786	f28r	26	6208	psi	0.617	psi	C13|C06
787	f28r	26	6265	q	0.359	lam	C01
788	f28r	26	6302	psi	0.677	z	C13|C06
789	f28r	26	6356	v	0.669	psi	v|v
790	f28r	26	6387	7	0.660	x	7|7
791	f28r	26	6419	arr	0.644	v	-
792	f28r	26	6481	lam	0.266	lam	C10|C10
793	f28r	26	6531	y	0.188	psi	y|y
794	f28r	26	6584	m	0.229	I	m|m
795	f28r	26	6652	lamL	0.071	dag	C10|C10
796	f28r	26	6707	T	0.345	T	T|T
797	f28r	26	6751	sq	0.725	.	C10
798	f28r	26	6795	v	0.528	.	v
799	f28r	26	6825	arr	0.740	.	C10
800	f28r	26	6853	rho	0.357	.	C01
801	f28r	26	6916	ankh	0.215	.	f
802	f28r	26	6954	x	0.390	.	x
803	f28r	26	7014	o	0.232	.	o
804	f28r	26	7043	I	0.447	.	I
805	f28r	26	7095	arr	0.658	.	C10
806	f28r	26	7151	psi	0.614	.	C06
807	f28r	26	7210	q	0.319	.	C01
808	f28r	26	7250	psi	0.350	.	C06
809	f28r	26	7308	S	0.304	.	s
810	f28r	26	7343	sq	0.780	.	C11
811	f28r	26	7378	f	0.687	.	f
812	f28r	26	7421	lam	0.260	.	C10
813	f28r	26	7467	psi	0.696	.	C13
814	f28r	26	7510	I	0.734	.	I
815	f28r	26	7552	dbar	0.786	.	C11
816	f28r	26	7623	f	0.668	.	f
817	f28r	26	7676	psi	0.556	.	C13
818	f28r	26	7724	v	0.241	.	-
819	f28r	26	7752	arr	0.892	.	C10
820	f28r	27	5005	rho	0.640	.	C01
821	f28r	27	5074	psi	0.613	.	C13
822	f28r	27	5128	box	0.269	.	C09
823	f28r	27	5173	E	0.100	.	E
824	f28r	27	5211	o	0.511	.	o
825	f28r	27	5223	f	0.754	.	f
826	f28r	27	5284	box	0.621	.	C09
827	f28r	27	5340	db	0.688	.	C11
828	f28r	27	5381	six	0.072	.	-
829	f28r	27	5441	I	0.716	.	I
830	f28r	27	5488	psi	0.697	.	C13
831	f28r	27	5539	arr	0.615	phi	C01
832	f28r	27	5589	l	0.101	rho	-
833	f28r	27	5639	z	0.687	z	z
834	f28r	27	5688	v	0.675	f	v
835	f28r	27	5737	box	0.159	box	C09
836	f28r	27	5789	E	0.926	A	E
837	f28r	27	5836	o	0.242	o	o
838	f28r	27	5862	f	0.397	psi	f
839	f28r	27	5915	l	0.688	omg	C04
840	f28r	27	5975	lam	0.074	lam	C10
841	f28r	27	6022	o	0.241	phi	o
842	f28r	27	6059	I	0.620	dag	I
843	f28r	27	6100	f	0.126	o	f
844	f28r	27	6161	box	0.000	the	C09
845	f28r	27	6221	l	0.700	I	C04
846	f28r	27	6286	th	0.220	-	C19
847	f28r	27	6333	psi	0.312	phi	C13
848	f28r	27	6371	f	0.743	f	f
849	f28r	27	6430	z	0.168	x	z
850	f28r	27	6483	I	0.590	I	I
851	f28r	27	6529	lam	0.213	phi	C10
852	f28r	27	6585	l	0.299	lam	C04
853	f28r	27	6624	7	0.170	m	7
854	f28r	27	6645	l	0.260	phi	C04
855	f28r	27	6712	db	0.734	dag	C11
856	f28r	27	6746	f	0.213	.	f
857	f28r	27	6791	l	0.201	.	C04
858	f28r	27	6846	arr	0.322	.	C13
859	f28r	27	6906	o	0.705	.	o
860	f28r	27	6929	f	0.948	.	f
861	f28r	27	6969	l	0.758	.	C04
862	f28r	27	7024	lam	0.635	.	C10
863	f28r	27	7074	o	0.568	.	o
864	f28r	27	7111	lam	0.523	.	C10
865	f28r	27	7146	ankh	0.278	.	C06
866	f28r	27	7202	X	0.253	.	x
867	f28r	27	7250	f	0.238	.	f
868	f28r	27	7321	m	1.095	.	C04
869	f28r	27	7420	psi	0.282	.	C13
870	f28r	27	7481	l	0.268	.	C04
871	f28r	27	7503	db	0.301	.	C11
872	f28r	27	7555	7	0.213	.	7
873	f28r	27	7582	f	0.455	.	f
874	f28r	27	7648	T	0.365	.	T
875	f28r	27	7692	arr	0.730	.	C06
876	f28r	27	7751	z	0.165	.	z
877	f28r	28	5043	T	0.615	.	T
878	f28r	28	5098	sq	0.007	.	R
879	f28r	28	5151	w	0.858	.	C14
880	f28r	28	5214	q	0.078	K2	C01
881	f28r	28	5253	psi	0.678	omg	C13
882	f28r	28	5299	lam	0.053	lam	C10
883	f28r	28	5356	S	0.198	box	s
884	f28r	28	5396	o	0.761	phi	o
885	f28r	28	5440	l	0.708	x	C04
886	f28r	28	5483	I	0.551	z	I
887	f28r	28	5542	psi	0.663	phi	C13
888	f28r	28	5591	arr	0.655	v	C06
889	f28r	28	5645	db	0.076	s	C11
890	f28r	28	5697	lam	0.624	lam	C10
891	f28r	28	5755	7	0.804	z	7
892	f28r	28	5784	l	0.723	lam	C04
893	f28r	28	5848	T	0.769	f	T
894	f28r	28	5885	arr	0.733	lam	C06
895	f28r	28	5937	o	0.620	o	o
896	f28r	28	5979	l	0.153	omg	C04
897	f28r	28	6016	I	0.713	phi	I
898	f28r	28	6066	box	0.308	rho	C09
899	f28r	28	6119	n	0.248	phi	n
900	f28r	28	6155	v	0.152	v	v
901	f28r	28	6188	db	0.080	z	C11
902	f28r	28	6246	lam	0.167	phi	-
903	f28r	28	6305	n	0.206	A	n
904	f28r	28	6349	v	0.207	y	v
905	f28r	28	6395	X	0.883	m	x
906	f28r	28	6458	lam	0.303	lam	-
907	f28r	28	6499	db	0.202	-	C11
908	f28r	28	6558	l	0.250	T	C04
909	f28r	28	6600	arr	0.414	?	C06
910	f28r	28	6654	o	0.321	o	o
911	f28r	28	6693	oplus	0.225	.	C19
912	f28r	28	6734	box	0.228	.	C09
913	f28r	28	6791	l	0.371	.	C04
914	f28r	28	6826	psi	0.253	.	C13
915	f28r	28	6878	f	0.354	.	f
916	f28r	28	6914	l	0.788	.	C04
917	f28r	28	6989	q	0.333	.	C01
918	f28r	28	7029	psi	0.253	.	C13
919	f28r	28	7082	lam	0.635	.	C10
920	f28r	28	7129	I	0.157	.	I
921	f28r	28	7177	arr	0.541	.	C06
922	f28r	28	7231	db	1.107	.	f
923	f28r	28	7313	l	0.631	.	C04
924	f28r	28	7365	l	1.220	.	C07
925	f28r	28	7411	z	0.654	.	z
926	f28r	28	7434	arr	0.654	.	-
927	f28r	28	7457	arr	0.692	.	C06
928	f28r	28	7504	l	0.259	.	C04
929	f28r	28	7563	arr	0.638	.	C06
930	f28r	28	7616	db	0.279	.	C11
931	f28r	28	7669	lam	0.628	.	C10
932	f28r	28	7716	T	0.131	.	T
933	f28r	28	7764	H	0.468	.	C11
934	f28r	29	4997	f	0.867	.	f
935	f28r	29	5096	lam	0.000	.	C10
936	f28r	29	5143	psi	0.701	.	C13
937	f28r	29	5211	q	0.089	.	C01
938	f28r	29	5255	psi	0.635	.	C13
939	f28r	29	5312	R	0.207	.	R
940	f28r	29	5354	z	0.575	.	z
941	f28r	29	5397	v	0.083	.	v
942	f28r	29	5429	lam	0.155	.	C10
943	f28r	29	5482	lam	0.627	.	C10
944	f28r	29	5522	v	0.585	I	v
945	f28r	29	5556	arr	0.128	phi	C06
946	f28r	29	5597	rho	0.069	f	C01
947	f28r	29	5669	o	0.057	x	o
948	f28r	29	5711	q	0.162	lam	C01
949	f28r	29	5750	I	0.128	I	I
950	f28r	29	5805	box	0.373	rho	C09
951	f28r	29	5847	l	0.656	lam	C04
952	f28r	29	5908	db	0.057	dag	C11
953	f28r	29	5979	q	0.648	o	C01
954	f28r	29	6023	psi	0.615	phi	C13
955	f28r	29	6080	T	0.239	.	T
956	f28r	29	6130	db	0.632	.	C11
957	f28r	29	6179	lam	0.109	.	C10
958	f28r	29	6232	box	0.587	.	C09
959	f28r	29	6293	E	0.168	.	E
960	f28r	29	6341	psi	0.696	.	C13
961	f28r	29	6410	7	0.678	.	7
962	f28r	29	6443	f	0.446	.	f
963	f28r	29	6506	v	0.496	.	v
964	f28r	29	6548	z	0.770	.	z
965	f28r	29	6597	E	0.297	.	E
966	f28r	29	6643	psi	0.190	.	C13
967	f28r	29	6694	db	0.507	.	C11
968	f28r	29	6754	T	0.102	.	T
969	f28r	29	6804	o	0.652	.	o
970	f28r	29	6836	arr	0.576	.	C10
971	f28r	29	6912	R	0.724	.	R
972	f28r	29	6958	psi	0.626	.	C13
973	f28r	29	7015	f	0.247	.	f
974	f28r	29	7075	I	0.242	.	I
975	f28r	29	7124	lam	0.233	.	C10
976	f28r	29	7188	psi	0.751	.	C13
977	f28r	29	7259	I	0.593	.	I
978	f28r	29	7280	rho	0.270	.	C01
979	f28r	29	7364	S	0.450	.	s
980	f28r	29	7419	o	0.378	.	o
981	f28r	29	7471	q	0.492	.	C01
982	f28r	29	7518	X	0.324	.	x
983	f28r	29	7573	box	0.386	.	C09
984	f28r	29	7637	l	0.236	.	-
985	f28r	29	7686	n	0.271	.	n
986	f28r	29	7730	v	0.149	.	v
987	f28r	29	7770	psi	0.230	.	C13
988	f28r	30	4995	pi	1.092	omg	.
989	f28r	30	5041	rho	0.365	rho	C01
990	f28r	30	5079	psi	0.839	phi	C13
991	f28r	30	5129	lam	0.589	v	C10
992	f28r	30	5188	psi	0.592	phi	C13
993	f28r	30	5237	lam	0.000	lam	C10
994	f28r	30	5281	T	0.688	T	T
995	f28r	30	5334	o	0.107	A	o
996	f28r	30	5372	I	0.537	v	I
997	f28r	30	5421	dbar	0.487	-	C11
998	f28r	30	5492	f	0.107	phi	f
999	f28r	30	5550	z	0.603	-	z
1000	f28r	30	5561	rho	0.179	rho	C01
1001	f28r	30	5646	w	0.099	x	C14
1002	f28r	30	5709	o	0.693	o	o
1003	f28r	30	5743	v	0.720	I	v
1004	f28r	30	5778	z	0.654	-	z
1005	f28r	30	5831	E	1.007	-	E
1006	f28r	30	5874	psi	0.122	phi	C13
1007	f28r	30	5926	f	0.253	phi	f
1008	f28r	30	5996	l	0.216	-	C04
1009	f28r	30	6049	q	0.637	rho	C01
1010	f28r	30	6087	db	0.230	phi	C11
1011	f28r	30	6138	S	0.206	s	s
1012	f28r	30	6192	o	0.545	A	o
1013	f28r	30	6216	f	0.156	f	f
1014	f28r	30	6288	q	0.224	lam	-
1015	f28r	30	6330	psi	0.087	psi	C13
1016	f28r	30	6405	o	0.663	-	o
1017	f28r	30	6439	v	0.183	I	v
1018	f28r	30	6483	plus	0.219	dag	C22
1019	f28r	30	6556	lam	0.727	f	C10
1020	f28r	30	6624	psi	0.564	psi	C13
1021	f28r	30	6669	lam	0.259	v	C10
1022	f28r	30	6716	l	0.470	phi	C04
1023	f28r	30	6758	arr	0.598	.	.
1024	f28r	30	6811	db	0.411	.	.
1025	f28r	30	6879	lam	0.520	.	C10
1026	f28r	30	6926	o	0.690	.	o
1027	f28r	30	6961	I	0.191	.	I
1028	f28r	30	7015	lam	0.388	.	C10
1029	f28r	30	7068	E	0.381	.	E
1030	f28r	30	7104	w	0.807	.	C14
1031	f28r	30	7183	q	0.356	.	C01
1032	f28r	30	7224	psi	0.433	.	C13
1033	f28r	30	7266	rho	0.364	.	C01
1034	f28r	30	7340	o	0.598	.	o
1035	f28r	30	7381	R	0.368	.	R
1036	f28r	30	7430	I	0.326	.	I
1037	f28r	30	7478	six	0.446	.	6
1038	f28r	30	7545	psi	0.315	.	C13
1039	f28r	30	7606	7	0.355	.	7
1040	f28r	30	7643	l	0.627	.	C04
1041	f28r	30	7716	box	0.145	.	C09
1042	f28r	30	7776	E	0.900	.	E
1043	f28r	31	5040	ankh	0.650	.	C06
1044	f28r	31	5095	lam	0.066	phi	C10
1045	f28r	31	5131	l	0.756	lam	C04
1046	f28r	31	5185	psi	0.741	phi	C13
1047	f28r	31	5244	o	0.706	o	o
1048	f28r	31	5277	v	0.577	v	v
1049	f28r	31	5324	q	0.651	rho	C01
1050	f28r	31	5366	psi	0.112	phi	C13
1051	f28r	31	5425	box	0.084	box	C09
1052	f28r	31	5476	arr	0.048	-	C01
1053	f28r	31	5531	db	0.644	dag	C11
1054	f28r	31	5592	S	0.172	s	s
1055	f28r	31	5632	z	0.596	z	z
1056	f28r	31	5680	A	0.336	A	A
1057	f28r	31	5748	psi	0.645	phi	C13
1058	f28r	31	5820	T	0.663	T	T
1059	f28r	31	5876	z	0.254	z	z
1060	f28r	31	5924	v	0.526	v	v
1061	f28r	31	5953	arr	0.156	phi	C01
1062	f28r	31	6021	U	0.147	-	C18
1063	f28r	31	6092	m	0.182	[Uheart]m	m|m
1064	f28r	31	6181	7	0.102	z	7|7
1065	f28r	31	6214	l	0.773	lam	C04|C04
1066	f28r	31	6280	n	0.418	n	n|n
1067	f28r	31	6323	v	0.220	v	v|v
1068	f28r	31	6345	db	0.713	dag	C11|C11
1069	f28r	31	6373	rho	0.195	rho	C01|C01
1070	f28r	31	6462	psi	0.259	phi	C13|C13
1071	f28r	31	6524	q	0.164	rho	C01|C01
1072	f28r	31	6565	I	0.152	I	I|I
1073	f28r	31	6627	box	0.231	box(-)	C09|C09
1074	f28r	31	6669	l	0.501	.	C04
1075	f28r	31	6727	plus	0.195	.	C22
1076	f28r	31	6808	K	0.305	.	K
1077	f28r	31	6828	rho	0.586	.	C01
1078	f28r	31	6912	psi	0.464	.	C13
1079	f28r	31	6970	v	0.670	.	v
1080	f28r	31	6995	arr	0.798	.	C01
1081	f28r	31	7067	o	0.248	.	o
1082	f28r	31	7102	R	0.170	.	R
1083	f28r	31	7141	sq	0.663	.	a
1084	f28r	31	7201	I	0.251	.	I
1085	f28r	31	7238	l	0.625	.	C04
1086	f28r	31	7314	o	0.595	.	C09
1087	f28r	31	7350	box	0.396	.	C09
1088	f28r	31	7402	box	0.249	.	C09
1089	f28r	31	7453	z	0.245	.	z
1090	f28r	31	7499	arr	0.741	.	C01
1091	f28r	31	7564	q	0.642	.	-
1092	f28r	31	7606	psi	0.231	.	C13
1093	f28r	31	7667	n	0.340	.	n
1094	f28r	31	7711	v	0.172	.	v
1095	f28r	31	7729	ankh	0.741	.	C06
1096	f28r	31	7787	l	1.316	.	f
1097	f28r	32	5021	l	0.832	lam	C04
1098	f28r	32	5087	o	0.882	o	o
1099	f28r	32	5095	rho	0.511	rho	C01
1100	f28r	32	5172	ankh	0.669	rho	C01
1101	f28r	32	5233	R	0.098	Rk	R
1102	f28r	32	5272	I	0.083	I	I
1103	f28r	32	5320	six	0.148	omg	C19
1104	f28r	32	5378	db	0.686	dag	C11
1105	f28r	32	5429	7	0.700	z	7
1106	f28r	32	5467	l	0.120	lam	C04
1107	f28r	32	5528	S	0.717	s	s
1108	f28r	32	5566	o	0.620	o	o
1109	f28r	32	5596	f	0.058	f	f
1110	f28r	32	5654	q	0.316	rho	C01
1111	f28r	32	5696	psi	0.086	phi	C13
1112	f28r	32	5762	X	0.224	star	x
1113	f28r	32	5819	box	0.231	box	C09
1114	f28r	32	5876	psi	0.176	phi	C13
1115	f28r	32	5940	six	0.238	omg	C19
1116	f28r	32	5994	db	0.161	dag	C11
1117	f28r	32	6027	rho	0.068	rho	C01
1118	f28r	32	6103	psi	0.753	phi	C13
1119	f28r	32	6160	v	0.215	v	v
1120	f28r	32	6190	arr	0.160	-	C01
1121	f28r	32	6262	psi	0.175	phi	C13|x
1122	f28r	32	6316	lam	0.149	-	C10|C09
1123	f28r	32	6348	l	0.168	lam	C04|C13
1124	f28r	32	6398	arr	0.845	phi	C06|C19
1125	f28r	32	6454	db	0.666	dag	C11|C11
1126	f28r	32	6513	S	0.211	s	s|s
1127	f28r	32	6559	I	0.456	I	I|I
1128	f28r	32	6608	lam	0.259	lam	C10|C10
1129	f28r	32	6656	psi	0.446	phi	C13|C13
1130	f28r	32	6727	db	0.756	dag	C11|C11
1131	f28r	32	6776	lam	0.151	.	C10
1132	f28r	32	6827	S	0.278	.	s
1133	f28r	32	6865	o	0.696	.	o
1134	f28r	32	6902	I	0.457	.	I
1135	f28r	32	6946	f	0.390	.	f
1136	f28r	32	7008	lam	0.203	.	C10
1137	f28r	32	7058	7	0.527	.	7
1138	f28r	32	7089	l	0.544	.	C04
1139	f28r	32	7148	n	0.615	.	n
1140	f28r	32	7195	v	0.309	.	v
1141	f28r	32	7235	X	0.850	.	x
1142	f28r	32	7290	rho	0.738	.	-
1143	f28r	32	7330	w	0.723	.	C14
1144	f28r	32	7388	E	0.528	.	E
1145	f28r	32	7441	psi	0.390	.	C13
1146	f28r	32	7488	f	0.750	.	f
1147	f28r	32	7547	v	0.654	.	v
1148	f28r	32	7584	z	0.327	.	z
1149	f28r	32	7636	E	0.244	.	E
1150	f28r	32	7672	sq	0.315	.	a
1151	f28r	32	7729	I	0.078	.	C13
1152	f28r	32	7781	?	1.052	.	.
1153	f28r	33	5021	f	0.676	s	f
1154	f28r	33	5075	l	0.117	m	C04
1155	f28r	33	5130	7	0.802	z	7
1156	f28r	33	5162	l	0.588	lam	C04
1157	f28r	33	5228	n	0.000	n	n
1158	f28r	33	5269	v	0.562	v	v
1159	f28r	33	5293	db	0.178	dag	C11
1160	f28r	33	5348	7	0.277	rho	7
1161	f28r	33	5386	f	0.606	phi	f
1162	f28r	33	5458	psi	0.730	I	C13
1163	f28r	33	5504	x	0.176	box(-)	x
1164	f28r	33	5580	db	0.739	dag	C11
1165	f28r	33	5632	box	0.632	Rk	C09
1166	f28r	33	5674	l	0.108	rho	C04
1167	f28r	33	5745	I	0.172	phi	I
1168	f28r	33	5799	rho	0.689	v	C01
1169	f28r	33	5856	Del	0.639	phi	C07
1170	f28r	33	5914	o	0.686	o	o
1171	f28r	33	5951	I	0.290	-	I
1172	f28r	33	6003	lam	0.517	Rk	C10
1173	f28r	33	6040	z	0.165	del	z|z
1174	f28r	33	6092	I	0.610	I	I|I
1175	f28r	33	6159	l	0.224	lam	C04|C04
1176	f28r	33	6210	box	0.750	box3(ooo)	C09|C09
1177	f28r	33	6259	z	0.705	z	z|z
1178	f28r	33	6313	S	0.168	phi	s|s
1179	f28r	33	6350	T	0.287	-	T|T
1180	f28r	33	6401	l	0.288	rho	C04|C04
1181	f28r	33	6448	db	0.617	phi	C11|C11
1182	f28r	33	6496	n	0.250	n	n|n
1183	f28r	33	6549	v	0.529	v	v|v
1184	f28r	33	6593	psi	0.667	phi	C13
1185	f28r	33	6659	T	0.652	f	T|T
1186	f28r	33	6708	psi	0.745	.	C13|C13
1187	f28r	33	6768	v	0.280	.	v
1188	f28r	33	6818	o	0.265	.	o
1189	f28r	33	6859	T	0.593	.	T
1190	f28r	33	6902	db	0.168	.	C11
1191	f28r	33	6963	v	0.571	.	v
1192	f28r	33	7016	X	0.164	.	x
1193	f28r	33	7064	rho	0.779	.	C01
1194	f28r	33	7114	w	0.292	.	C14
1195	f28r	33	7172	R	0.179	.	R
1196	f28r	33	7213	z	0.592	.	z
1197	f28r	33	7263	v	0.300	.	v
1198	f28r	33	7290	rho	0.789	.	-
1199	f28r	33	7356	q	0.603	.	C01
1200	f28r	33	7396	arr	0.580	.	C01
1201	f28r	33	7454	z	0.623	.	z
1202	f28r	33	7502	E	0.296	.	E
1203	f28r	33	7542	psi	0.646	.	C13
1204	f28r	33	7594	f	0.674	.	f
1205	f28r	33	7633	7	0.973	.	-
1206	f28r	33	7652	l	0.692	.	C04
1207	f28r	33	7701	Del	0.223	.	C07
1208	f28r	33	7753	o	0.661	.	o
1209	f28r	33	7789	q	1.320	.	I
1210	f28r	34	5044	arr	0.000	rho	.
1211	f28r	34	5118	psi	0.770	phi	C13
1212	f28r	34	5187	o	0.647	v	o
1213	f28r	34	5225	I	0.911	phi	I
1214	f28r	34	5270	f	0.650	phi	f
1215	f28r	34	5320	lam	0.000	lam	C10
1216	f28r	34	5372	X	0.239	phi	x
1217	f28r	34	5438	q	0.093	s	C01
1218	f28r	34	5483	psi	0.122	I	C13
1219	f28r	34	5530	l	0.126	lam	C04
1220	f28r	34	5591	z	0.184	-	z
1221	f28r	34	5642	v	0.141	phi	v
1222	f28r	34	5667	l	0.153	dag	C04
1223	f28r	34	5727	l	0.165	lam	C04
1224	f28r	34	5778	z	0.140	s	z
1225	f28r	34	5828	v	0.510	o	v
1226	f28r	34	5861	l	0.877	I	C04
1227	f28r	34	5923	db	0.214	f	C11
1228	f28r	34	5969	lam	0.566	lam	C10
1229	f28r	34	6020	Del	0.451	-	C07
1230	f28r	34	6074	z	0.624	z	z|z
1231	f28r	34	6132	E	0.732	-	E|E
1232	f28r	34	6174	lam	0.184	lam	C10|C10
1233	f28r	34	6240	n	0.730	n	n|n
1234	f28r	34	6280	v	0.707	v	v|v
