code	printed	line	letter	context
80	80	470	VI	 of timely assistance. Dat. L5June, 1580. From theCott. Ms. Calig. C. vi. fol. 46, b 80 36. From the Bame to the Earl of Leicester; reporting the danger of some disturb
36	36	472	VI	 timely assistance. Dat. L5June, 1580. From theCott. Ms. Calig. C. vi. fol. 46, b 80 36. From the Bame to the Earl of Leicester; reporting the danger of some disturbances
15	15	475	VI	nces in Scotland; mosl of the Soots depend entirely on Queen Elizabeth. Dat. Berwick, 15 .lime. 1580. inn,, the Cott. Ms. Calig. ('. in. fol. 561. (Orig.) 81 87. From 
561	561	476	VI	Elizabeth. Dat. Berwick, 15 .lime. 1580. inn,, the Cott. Ms. Calig. ('. in. fol. 561. (Orig.) 81 87. From the same to Lord Bi rghlei and Secretary Wal- bingh \m ; new
81	81	478	VI	. Berwick, 15 .lime. 1580. inn,, the Cott. Ms. Calig. ('. in. fol. 561. (Orig.) 81 87. From the same to Lord Bi rghlei and Secretary Wal- bingh \m ; new members add
87	87	480	VI	rwick, 15 .lime. 1580. inn,, the Cott. Ms. Calig. ('. in. fol. 561. (Orig.) 81 87. From the same to Lord Bi rghlei and Secretary Wal- bingh \m ; new members added t
15	15	482	VI	\m ; new members added to the Scottish council; the older members offended. Dat. 15 June, 1580. From the (en. MS. Calig. C. \. fol. 46. 82 From Secretary Walsingham 
46	46	484	VI	er members offended. Dat. 15 June, 1580. From the (en. MS. Calig. C. \. fol. 46. 82 From Secretary Walsingham to Robert Bowes ; in- itructions for counteracting Lenno
82	82	484	VI	members offended. Dat. 15 June, 1580. From the (en. MS. Calig. C. \. fol. 46. 82 From Secretary Walsingham to Robert Bowes ; in- itructions for counteracting Lennox's 
47	47	490	VI	nce of Condi'- in England. Dat. l'l> June, 1580 From the Cott. MS. Calig. Cm. fol. -47, 1 83 CONTENTS. XV PAGE 39. Letter from Koukkt Bowes to Lord Burghley and Sir
1	1	490	VI	of Condi'- in England. Dat. l'l> June, 1580 From the Cott. MS. Calig. Cm. fol. -47, 1 83 CONTENTS. XV PAGE 39. Letter from Koukkt Bowes to Lord Burghley and Sir F
83	83	490	VI	 Condi'- in England. Dat. l'l> June, 1580 From the Cott. MS. Calig. Cm. fol. -47, 1 83 CONTENTS. XV PAGE 39. Letter from Koukkt Bowes to Lord Burghley and Sir Fran
39	39	498	VI	 l'l> June, 1580 From the Cott. MS. Calig. Cm. fol. -47, 1 83 CONTENTS. XV PAGE 39. Letter from Koukkt Bowes to Lord Burghley and Sir Francis WALSINGHAM ; intelligen
9	9	501	VI	 Francis WALSINGHAM ; intelligence chiefly about Lennox and Morton. (An extract.) Dat. 9 July, 1580. From the C'ott. MS. Calig. C. vi. fol. 48. . . .84 40. From the sam
48	48	502	VI	nd Morton. (An extract.) Dat. 9 July, 1580. From the C'ott. MS. Calig. C. vi. fol. 48. . . .84 40. From the same to Sir Francis Walsingham ; intelligence about Lennox, 
84	84	502	VI	 (An extract.) Dat. 9 July, 1580. From the C'ott. MS. Calig. C. vi. fol. 48. . . .84 40. From the same to Sir Francis Walsingham ; intelligence about Lennox, who still 
40	40	504	VI	 extract.) Dat. 9 July, 1580. From the C'ott. MS. Calig. C. vi. fol. 48. . . .84 40. From the same to Sir Francis Walsingham ; intelligence about Lennox, who still rise
19	19	507	VI	ll rises in favour ; and about Morton, who is in great perplexity, &c. Dat. Berwick, 19 July 1580. From the Cott. MS. Calig. C. vi. fol. 52. (Orig.) 85 41. From
52	52	508	VI	 perplexity, &c. Dat. Berwick, 19 July 1580. From the Cott. MS. Calig. C. vi. fol. 52. (Orig.) 85 41. From the same to Lord Burghley and Sir Francis Wal- singha
85	85	508	VI	 Berwick, 19 July 1580. From the Cott. MS. Calig. C. vi. fol. 52. (Orig.) 85 41. From the same to Lord Burghley and Sir Francis Wal- singham ; about the resto
41	41	510	VI	wick, 19 July 1580. From the Cott. MS. Calig. C. vi. fol. 52. (Orig.) 85 41. From the same to Lord Burghley and Sir Francis Wal- singham ; about the restoratio
19	19	514	VI	amilton ; Morton's proceedings and demands ; re- dress for piracies, &c. Dat. Berwick, 19 July, 1580. From the Cott. MS. Calig. C. vi. fol. 53. (Orig.) . 87 42. From 
53	53	515	VI	or piracies, &c. Dat. Berwick, 19 July, 1580. From the Cott. MS. Calig. C. vi. fol. 53. (Orig.) . 87 42. From the Earl of Morton to Robert Bowes ; concerning a p
87	87	515	VI	. Berwick, 19 July, 1580. From the Cott. MS. Calig. C. vi. fol. 53. (Orig.) . 87 42. From the Earl of Morton to Robert Bowes ; concerning a plot to be laid. Dat
42	42	517	VI	rwick, 19 July, 1580. From the Cott. MS. Calig. C. vi. fol. 53. (Orig.) . 87 42. From the Earl of Morton to Robert Bowes ; concerning a plot to be laid. Dat. St
29	29	519	VI	Earl of Morton to Robert Bowes ; concerning a plot to be laid. Dat. St. Andrew's, 29 July, 1580. From the Cott. MS. Calig. C. vi. fol. 56 91 43. From Mr. Archibald [ 
56	56	520	VI	o be laid. Dat. St. Andrew's, 29 July, 1580. From the Cott. MS. Calig. C. vi. fol. 56 91 43. From Mr. Archibald [ ] to the same ; intel- ligence about Morton, &c. Dat. 
91	91	520	VI	be laid. Dat. St. Andrew's, 29 July, 1580. From the Cott. MS. Calig. C. vi. fol. 56 91 43. From Mr. Archibald [ ] to the same ; intel- ligence about Morton, &c. Dat. 31
43	43	522	VI	aid. Dat. St. Andrew's, 29 July, 1580. From the Cott. MS. Calig. C. vi. fol. 56 91 43. From Mr. Archibald [ ] to the same ; intel- ligence about Morton, &c. Dat. 31 Jul
31	31	524	VI	91 43. From Mr. Archibald [ ] to the same ; intel- ligence about Morton, &c. Dat. 31 July, 1580. From the Cott. MS. Calig. C. vi. fol. 58. . . . . 
58	58	525	VI	 ligence about Morton, &c. Dat. 31 July, 1580. From the Cott. MS. Calig. C. vi. fol. 58. . . . . . 92 44. From Robert Bowes to the Abbot of Dunf
92	92	525	VI	, 1580. From the Cott. MS. Calig. C. vi. fol. 58. . . . . . 92 44. From Robert Bowes to the Abbot of Dunfermling ; about redress for attempts. 
44	44	527	VI	80. From the Cott. MS. Calig. C. vi. fol. 58. . . . . . 92 44. From Robert Bowes to the Abbot of Dunfermling ; about redress for attempts. Dat.
1	1	529	VI	bert Bowes to the Abbot of Dunfermling ; about redress for attempts. Dat. Berwick, 1 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 58, b. 93 45. From the same to 
58	58	530	VI	ress for attempts. Dat. Berwick, 1 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 58, b. 93 45. From the same to Lord Burghley and Sir Francis Wal- singham ; Morton 
93	93	530	VI	 attempts. Dat. Berwick, 1 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 58, b. 93 45. From the same to Lord Burghley and Sir Francis Wal- singham ; Morton likely t
45	45	532	VI	empts. Dat. Berwick, 1 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 58, b. 93 45. From the same to Lord Burghley and Sir Francis Wal- singham ; Morton likely to be
2	2	535	VI	m ; Morton likely to be reconciled with Lennox ; and other news. (An extract.) Dat. 2 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 60 95 46. From the same to Sir 
60	60	536	VI	 other news. (An extract.) Dat. 2 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 60 95 46. From the same to Sir Francis Walsingham ; about the Earl of Morton. Dat.
95	95	536	VI	ther news. (An extract.) Dat. 2 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 60 95 46. From the same to Sir Francis Walsingham ; about the Earl of Morton. Dat. 2
46	46	538	VI	 news. (An extract.) Dat. 2 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 60 95 46. From the same to Sir Francis Walsingham ; about the Earl of Morton. Dat. 2 Aug
2	2	540	VI	5 46. From the same to Sir Francis Walsingham ; about the Earl of Morton. Dat. 2 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 59, b 96 47. From Secretary Walsi
59	59	541	VI	about the Earl of Morton. Dat. 2 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 59, b 96 47. From Secretary Walsingham to Robert Bowes ; about the means of securing 
96	96	541	VI	the Earl of Morton. Dat. 2 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 59, b 96 47. From Secretary Walsingham to Robert Bowes ; about the means of securing the in
47	47	543	VI	 Earl of Morton. Dat. 2 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 59, b 96 47. From Secretary Walsingham to Robert Bowes ; about the means of securing the interes
10	10	546	VI	s ; about the means of securing the interest of the Earl of Morton. Dat. Oatlands, 10 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 61 97 48. From Robert Bowes to 
61	61	547	VI	 Earl of Morton. Dat. Oatlands, 10 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 61 97 48. From Robert Bowes to Lord Burghley and Secre- tary Walsingham ; about M
97	97	547	VI	rl of Morton. Dat. Oatlands, 10 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 61 97 48. From Robert Bowes to Lord Burghley and Secre- tary Walsingham ; about Mort
48	48	549	VI	f Morton. Dat. Oatlands, 10 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 61 97 48. From Robert Bowes to Lord Burghley and Secre- tary Walsingham ; about Morton's 
10	10	552	VI	; about Morton's and Lennox's in- tended reconciliation ; the King's motions, &c. Dat. 10 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 62 . .100 49. From the 
62	62	553	VI	the King's motions, &c. Dat. 10 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 62 . .100 49. From the same to Secreiary Walsingham ; reports a communic
100	100	553	VI	tions, &c. Dat. 10 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 62 . .100 49. From the same to Secreiary Walsingham ; reports a communication made to 
49	49	555	VI	 &c. Dat. 10 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 62 . .100 49. From the same to Secreiary Walsingham ; reports a communication made to Mort
10	10	559	VI	Drumwhessel steady in Queen Elizabeth's cause ; the King's motions. (An extract.) Dat. 10 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 63 102 50. From the same to the
63	63	560	VI	g's motions. (An extract.) Dat. 10 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 63 102 50. From the same to the same ; Morton yields to Lennox, and the French party
102	102	560	VI	 motions. (An extract.) Dat. 10 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 63 102 50. From the same to the same ; Morton yields to Lennox, and the French party pr
50	50	562	VI	ons. (An extract.) Dat. 10 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 63 102 50. From the same to the same ; Morton yields to Lennox, and the French party prevail
22	22	564	VI	he same to the same ; Morton yields to Lennox, and the French party prevails. Dat. 22 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 63 102 x\ i CONTENTS. PAOB 51.
63	63	565	VI	the French party prevails. Dat. 22 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 63 102 x\ i CONTENTS. PAOB 51. Letter from the Mine to Lord Burghlev and Sir Franci
102	102	565	VI	 French party prevails. Dat. 22 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 63 102 x\ i CONTENTS. PAOB 51. Letter from the Mine to Lord Burghlev and Sir Francis 
51	51	572	VI	 22 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 63 102 x\ i CONTENTS. PAOB 51. Letter from the Mine to Lord Burghlev and Sir Francis Walsingham : Morton -till pr
22	22	576	VI	English party; Lenox very desiroua to have Dun- barton in his hands, &c Dat Berwick, 22 August, l.>80. From the Cott. MS. Calig. C. vi. fol. 64. . . .104 52. 
80	80	576	VI	 Lenox very desiroua to have Dun- barton in his hands, &c Dat Berwick, 22 August, l.>80. From the Cott. MS. Calig. C. vi. fol. 64. . . .104 52. From the Bame 
64	64	577	VI	 his hands, &c Dat Berwick, 22 August, l.>80. From the Cott. MS. Calig. C. vi. fol. 64. . . .104 52. From the Bame to Lord Burghley; Drumwhessel consents t.i 
104	104	577	VI	erwick, 22 August, l.>80. From the Cott. MS. Calig. C. vi. fol. 64. . . .104 52. From the Bame to Lord Burghley; Drumwhessel consents t.i Burrender Dunbarton in 
52	52	579	VI	, 22 August, l.>80. From the Cott. MS. Calig. C. vi. fol. 64. . . .104 52. From the Bame to Lord Burghley; Drumwhessel consents t.i Burrender Dunbarton in Leno
27	27	582	VI	urrender Dunbarton in Lenox, who shuts the gates of Edinburgh for a 'lav. Dat. 27 Aug. L580. From the US I lig. C. vi. fol. 66 106 58. From -s<( ai i \
66	66	584	VI	gh for a 'lav. Dat. 27 Aug. L580. From the US I lig. C. vi. fol. 66 106 58. From -s<( ai i \n\ Walsingham to Robert Bowes, about Queen Elizabeth's inten
106	106	584	VI	 for a 'lav. Dat. 27 Aug. L580. From the US I lig. C. vi. fol. 66 106 58. From -s<( ai i \n\ Walsingham to Robert Bowes, about Queen Elizabeth's intention
58	58	586	VI	 a 'lav. Dat. 27 Aug. L580. From the US I lig. C. vi. fol. 66 106 58. From -s<( ai i \n\ Walsingham to Robert Bowes, about Queen Elizabeth's intention to 
27	27	590	VI	 the Hamiltons, &c. ; desires him to persuade Drumwhessel to surrender Dunbarton. Dat. 27 August, 1580. From the Cott. MS. Calig. C. vi. fol. 67 107 54, From Qi i i n E
67	67	590	VI	to surrender Dunbarton. Dat. 27 August, 1580. From the Cott. MS. Calig. C. vi. fol. 67 107 54, From Qi i i n Ej izabeth to King James; credit for Robert Bowes, who i- 
107	107	590	VI	surrender Dunbarton. Dat. 27 August, 1580. From the Cott. MS. Calig. C. vi. fol. 67 107 54, From Qi i i n Ej izabeth to King James; credit for Robert Bowes, who i- to 
54	54	592	VI	der Dunbarton. Dat. 27 August, 1580. From the Cott. MS. Calig. C. vi. fol. 67 107 54, From Qi i i n Ej izabeth to King James; credit for Robert Bowes, who i- to decla
31	31	595	VI	 her Majesty what -he think* host to be done for prevention of present dangers. Dat. 31 Aug. 1580. From the Cott. MS. Calig. ('. vi. fol. 67 108 :»."). From Robert Bowes t
67	67	596	VI	ention of present dangers. Dat. 31 Aug. 1580. From the Cott. MS. Calig. ('. vi. fol. 67 108 :»."). From Robert Bowes to Lord Burghlev. and Secre- i lri Walsingham; reports 
108	108	596	VI	ion of present dangers. Dat. 31 Aug. 1580. From the Cott. MS. Calig. ('. vi. fol. 67 108 :»."). From Robert Bowes to Lord Burghlev. and Secre- i lri Walsingham; reports his 
31	31	602	VI	oope would shortly have to negotiate; also sending a schedule of those matters. Dat. :31 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 67, b 108 56. From Sir F. Walsin
67	67	603	VI	chedule of those matters. Dat. :31 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 67, b 108 56. From Sir F. Walsingham to Robert Bowes; direc- tions for cautioning the K
108	108	603	VI	 of those matters. Dat. :31 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 67, b 108 56. From Sir F. Walsingham to Robert Bowes; direc- tions for cautioning the King of 
56	56	605	VI	those matters. Dat. :31 Aug. 1580. From the Cott. MS. Calig. C. vi. fol. 67, b 108 56. From Sir F. Walsingham to Robert Bowes; direc- tions for cautioning the King of Scot
31	31	607	VI	r cautioning the King of Scots against Lennox ; and otherwise counteracting him. Dat. 31 Aug. 1580. From the Cott. MS. Calig. ('. vi. fol. 67, b 109 .">7. From the Bame 
67	67	608	VI	erwise counteracting him. Dat. 31 Aug. 1580. From the Cott. MS. Calig. ('. vi. fol. 67, b 109 .">7. From the Bame to the Bame : qualifying the directions given in the ab
109	109	608	VI	 counteracting him. Dat. 31 Aug. 1580. From the Cott. MS. Calig. ('. vi. fol. 67, b 109 .">7. From the Bame to the Bame : qualifying the directions given in the above; a 
7	7	610	VI	cting him. Dat. 31 Aug. 1580. From the Cott. MS. Calig. ('. vi. fol. 67, b 109 .">7. From the Bame to the Bame : qualifying the directions given in the above; a despon
1	1	611	VI	 qualifying the directions given in the above; a desponding postscript. Dat. Oatlands, 1 Sept. I .so. From the Cott. MS. Calig. C. vi. foL 68, h. . .111 ..- 
68	68	612	VI	g postscript. Dat. Oatlands, 1 Sept. I .so. From the Cott. MS. Calig. C. vi. foL 68, h. . .111 ..- From Robert Bowes to Lord Burghlei and Secre- i \i
111	111	612	VI	 Oatlands, 1 Sept. I .so. From the Cott. MS. Calig. C. vi. foL 68, h. . .111 ..- From Robert Bowes to Lord Burghlei and Secre- i \i;\ WALSINGHAM; about
112	112	620	VI	 country. Dat'. (i Sept. 1580. From the Cott. MS. Calig. C. vi. fol. <i!>, h 112 Prom Sib Francis Walsingham to Robert Bowes; directing some Keen remonstrances to be 
70	70	627	VI	 is sent down. l).,t. lo Sept. 1580. From the Cott. MS. Calig. C. vi. fol. 70 113 tut. From Roberi Bowes to Lord Burghlev and Sir Francis Walsingham; reports his 
113	113	627	VI	s sent down. l).,t. lo Sept. 1580. From the Cott. MS. Calig. C. vi. fol. 70 113 tut. From Roberi Bowes to Lord Burghlev and Sir Francis Walsingham; reports his firs
13	13	639	VI	he demanded audience ; CON ri'.NTs. and some subsequent transactions. Dat. Edinb. 13 Sept. 1580. From the Cott. MS. Calig. C. VI. fol. 71. (Orig.) 115 61. Act
71	71	640	VI	nt transactions. Dat. Edinb. 13 Sept. 1580. From the Cott. MS. Calig. C. VI. fol. 71. (Orig.) 115 61. Act of Council at Richmond, for directing Robert Bow
115	115	640	VI	t. Edinb. 13 Sept. 1580. From the Cott. MS. Calig. C. VI. fol. 71. (Orig.) 115 61. Act of Council at Richmond, for directing Robert Bowes concerning his 
61	61	642	VI	inb. 13 Sept. 1580. From the Cott. MS. Calig. C. VI. fol. 71. (Orig.) 115 61. Act of Council at Richmond, for directing Robert Bowes concerning his negot
18	18	646	VI	directing Robert Bowes concerning his negotiation against Lenox. Dat. Richmond, 18 Sept. 1580. From the Cott, MS. Calig. C. vi. fol. 73 .119 62. Letter from Rob
73	73	646	VI	st Lenox. Dat. Richmond, 18 Sept. 1580. From the Cott, MS. Calig. C. vi. fol. 73 .119 62. Letter from Robert Bowes to Sir Francis Waesingiiam ; about Scottish aff
119	119	646	VI	ox. Dat. Richmond, 18 Sept. 1580. From the Cott, MS. Calig. C. vi. fol. 73 .119 62. Letter from Robert Bowes to Sir Francis Waesingiiam ; about Scottish affairs, 
62	62	648	VI	 Dat. Richmond, 18 Sept. 1580. From the Cott, MS. Calig. C. vi. fol. 73 .119 62. Letter from Robert Bowes to Sir Francis Waesingiiam ; about Scottish affairs, the 
20	20	652	VI	 Francis Waesingiiam ; about Scottish affairs, the names in cypher. Dat. Edinb. 20 Sept. 1580. From the Cott. MS. Calig. vi. fol. 74 b. .121 63. From the same 
74	74	652	VI	mes in cypher. Dat. Edinb. 20 Sept. 1580. From the Cott. MS. Calig. vi. fol. 74 b. .121 63. From the same to the same ; informing Sir Francis that Lenox is ad
121	121	652	VI	pher. Dat. Edinb. 20 Sept. 1580. From the Cott. MS. Calig. vi. fol. 74 b. .121 63. From the same to the same ; informing Sir Francis that Lenox is advertised of 
63	63	654	VI	 Dat. Edinb. 20 Sept. 1580. From the Cott. MS. Calig. vi. fol. 74 b. .121 63. From the same to the same ; informing Sir Francis that Lenox is advertised of the 
