line	position	value	grade	reason
f201-3	15	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-3	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-3	24	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-3	33	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-4	7	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-4	11	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-4	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-4	23	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-4	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-4	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-5	16	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-5	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-5	30	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-6	1	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-6	8	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-6	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-6	30	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-7	2	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-7	8	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-7	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-8	10	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-8	20	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-8	23	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-9	8	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-9	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-9	19	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-9	23	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-10	10	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-10	23	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-10	26	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-10	30	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-10	33	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-10	34	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-11	4	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-11	9	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-11	32	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-12	3	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-12	10	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-12	30	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-12	32	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-13	7	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-13	11	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-13	13	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-13	17	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-13	30	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-14	5	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-14	23	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-14	30	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-15	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-15	12	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-15	18	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-15	23	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-15	31	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-15	32	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-16	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-16	2	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-16	3	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-16	11	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-16	30	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-16	32	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-17	1	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-17	4	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-17	9	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-17	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-17	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-17	30	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-18	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-18	3	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-18	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-18	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-19	12	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-19	14	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-19	21	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-20	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-20	20	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-21	25	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-23	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-24	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-24	11	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-24	12	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-24	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-24	17	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-24	22	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-24	27	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-24	28	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-25	12	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-25	23	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-25	24	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-25	31	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-26	11	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-26	13	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-26	14	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-27	23	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-27	25	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-27	26	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-27	29	ss	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-28	3	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-28	9	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-28	18	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-28	19	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-28	20	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-28	23	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-29	3	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-29	8	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-29	17	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-29	18	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-29	34	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-30	12	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-30	18	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-30	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-1	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-1	4	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-1	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-1	7	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-1	19	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-1	23	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-1	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-2	1	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-2	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-2	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-2	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-2	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-2	25	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-2	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-4	2	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-4	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-4	19	mm	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-4	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-4	25	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-4	27	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-4	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-5	1	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-5	4	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-5	8	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-5	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-5	18	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-5	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-5	25	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-6	1	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-6	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-6	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-6	15	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-6	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-6	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-7	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-7	5	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-7	11	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-7	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-7	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-7	26	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-8	10	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-8	14	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-8	27	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-8	28	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-9	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-9	14	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-9	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-9	26	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-10	9	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-10	11	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-10	12	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-10	20	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-11	11	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-11	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-11	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-12	4	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-12	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-12	16	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-12	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-12	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-13	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-13	6	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-13	8	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-13	11	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-13	16	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-13	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-13	30	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-14	1	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-14	5	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-14	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-14	7	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-14	14	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-14	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-14	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-14	25	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-14	28	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-15	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-15	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-15	7	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-15	15	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-15	18	ss	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-15	19	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-15	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-16	4	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-16	10	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-16	14	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-16	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-16	23	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-16	31	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-17	4	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-17	8	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-17	11	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-17	13	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-17	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-17	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-17	25	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-17	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-18	5	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-18	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-18	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-18	24	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-18	26	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-18	30	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-19	1	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-19	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-19	4	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-19	7	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-19	14	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-20	5	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-20	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-20	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-20	29	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-21	7	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-21	16	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-21	20	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-21	29	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-22	1	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-22	7	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-23	4	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-23	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-23	9	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-23	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-24	7	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-24	11	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-24	14	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-24	15	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
fr15571-f177-24	27	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
