page	line	pos	code	uncertain	value	grade
f28v	36	49	E	0	y	H
f28v	36	50	lam	0	s	H
f28v	36	51	n	0	q	H
f28v	36	52	R	0	u	H
f28v	36	53	X	0	i	H
f28v	36	54	psi	0	e	H
f28v	36	55	lam	0	s	H
f28v	36	56	l	1	t	M
f28v	36	57	q	0	d	H
f28v	36	58	db	0	e	H
f28v	36	59	T	0	p	H
f28v	36	60	f	1	n	M
f29r	01	1	R	0	u	H
f29r	01	2	q	0	d	H
f29r	01	3	I	0	i	H
f29r	01	4	S	0	m	H
f29r	01	5	T	0	p	H
f29r	01	6	sq	0	o	H
f29r	01	7	arr	0	r	H
f29r	01	8	l	0	t	H
f29r	01	9	o	0	a	H
f29r	01	10	f	0	n	H
f29r	01	11	box	0	c	H
f29r	01	12	psi	0	e	H
f29r	01	13	7	0	e	H
f29r	01	14	l	0	t	H
f29r	01	15	o	0	a	H
f29r	01	16	v	0	u	H
f29r	01	17	lam	0	s	H
f29r	01	18	R	0	u	H
f29r	01	19	arr	0	r	H
f29r	01	20	rho	0	l	H
f29r	01	21	T	0	p	H
f29r	01	22	v	0	u	H
f29r	01	23	lam	0	s	H
f29r	01	24	rho	0	l	H
f29r	01	25	psi	0	e	H
f29r	01	26	v	0	u	H
f29r	01	27	arr	0	r	H
f29r	01	28	o	0	a	H
f29r	01	29	E	0	y	H
f29r	01	30	q	0	d	H
f29r	01	31	db	0	e	H
f29r	01	32	arr	0	r	H
f29r	01	33	q	0	d	H
f29r	01	34	psi	0	e	H
f29r	01	35	box	0	c	H
f29r	01	36	X	0	i	H
f29r	01	37	f	0	n	H
f29r	01	38	n	0	q	H
f29r	01	39	v	0	u	H
f29r	01	40	o	0	a	H
f29r	01	41	f	0	n	H
f29r	01	42	l	0	t	H
f29r	01	43	db	0	e	H
f29r	01	44	R	0	u	H
f29r	01	45	z	0	o	H
f29r	01	46	I	0	i	H
f29r	01	47	six	0	x	C
f29r	01	48	psi	0	e	H
f29r	01	49	lam	0	s	H
f29r	01	50	T	0	p	H
f29r	01	51	o	0	a	H
f29r	01	52	arr	0	r	H
f29r	01	53	S	0	m	H
f29r	01	54	db	0	e	H
f29r	01	55	arr	0	r	H
f29r	01	56	7	0	e	H
f29r	01	57	l	0	t	H
f29r	01	58	R	0	u	H
f29r	01	59	f	0	n	H
f29r	01	60	db	1	e	M
f29r	02	1	o	0	a	H
f29r	02	2	arr	0	r	H
f29r	02	3	S	0	m	H
f29r	02	4	db	0	e	H
f29r	02	5	psi	0	e	H
f29r	02	6	q	0	d	H
f29r	02	7	7	0	e	H
f29r	02	8	l	0	t	H
f29r	02	9	arr	0	r	H
f29r	02	10	o	0	a	H
f29r	02	11	f	0	n	H
f29r	02	12	l	0	t	H
f29r	02	13	psi	0	e	H
f29r	02	14	S	0	m	H
f29r	02	15	I	0	i	H
f29r	02	16	rho	0	l	H
f29r	02	17	L	1	[con]	M
f29r	02	18	th	0	b	H
f29r	02	19	o	0	a	H
f29r	02	20	l	0	t	H
f29r	02	21	ankh	1	a	M
f29r	02	22	f	0	n	H
f29r	02	23	l	0	t	H
f29r	02	24	w	0	z	H
f29r	02	25	T	0	p	H
f29r	02	26	o	0	a	H
f29r	02	27	arr	0	r	H
f29r	02	28	l	0	t	H
f29r	02	29	db	0	e	H
f29r	02	30	dash_o	0	r	H
f29r	02	31	psi	0	e	H
f29r	02	32	rho	0	l	H
f29r	02	33	ankh	0	a	H
f29r	02	34	z	0	o	H
f29r	02	35	v	0	u	H
f29r	02	36	X	0	i	H
f29r	02	37	rho	0	l	H
f29r	02	38	rho	0	l	H
f29r	02	39	psi	0	e	H
f29r	02	40	v	0	u	H
f29r	02	41	arr	0	r	H
f29r	02	42	T	0	p	H
f29r	02	43	rho	0	l	H
f29r	02	44	o	0	a	H
f29r	02	45	I	0	i	H
f29r	02	46	arr	0	r	H
f29r	02	47	z	0	o	H
f29r	02	48	I	0	i	H
f29r	02	49	l	0	t	H
f29r	02	50	7	0	e	H
f29r	02	51	l	0	t	H
f29r	02	52	n	0	q	H
f29r	02	53	v	0	u	H
f29r	02	54	X	0	i	H
f29r	02	55	rho	0	l	H
f29r	02	56	w	0	z	H
f29r	02	57	psi	1	e	M
f29r	03	1	R	0	u	H
f29r	03	2	z	0	o	H
f29r	03	3	rho	0	l	H
f29r	03	4	v	0	u	H
f29r	03	5	q	0	d	H
f29r	03	6	arr	0	r	H
f29r	03	7	sq	0	o	H
f29r	03	8	E	0	y	H
f29r	03	9	psi	0	e	H
f29r	03	10	f	0	n	H
f29r	03	11	l	0	t	H
f29r	03	12	l	0	t	H
f29r	03	13	arr	0	r	H
f29r	03	14	sq	0	o	H
f29r	03	15	T	0	p	H
f29r	03	16	S	0	m	H
f29r	03	17	I	0	i	H
f29r	03	18	psi	0	e	H
f29r	03	19	v	0	u	H
f29r	03	20	rho	0	l	H
f29r	03	21	w	0	z	H
f29r	03	22	7	0	e	H
f29r	03	23	lam	0	s	H
f29r	03	24	l	0	t	H
f29r	03	25	arr	0	r	H
f29r	03	26	db	0	e	H
f29r	03	27	o	0	a	H
f29r	03	28	S	0	m	H
f29r	03	29	E	0	y	H
f29r	03	30	lam	0	s	H
f29r	03	31	q	0	d	H
f29r	03	32	v	0	u	H
f29r	03	33	l	0	t	H
f29r	03	34	v	0	u	H
f29r	03	35	th	1	b	M
f29r	03	36	box	0	c	H
f29r	03	37	n	0	q	H
f29r	03	38	v	0	u	H
f29r	03	39	db	0	e	H
f29r	03	40	lam	0	s	H
f29r	03	41	v	0	u	H
f29r	03	42	th	0	b	H
f29r	03	43	dbar	0	g	H
f29r	03	44	psi	0	e	H
f29r	03	45	box	0	c	H
f29r	03	46	l	0	t	H
f29r	03	47	w	0	z	H
f29r	03	48	q	0	d	H
f29r	03	49	psi	0	e	H
f29r	03	50	rho	0	l	H
f29r	03	51	v	0	u	H
f29r	03	52	E	0	y	H
f29r	03	53	7	0	e	H
f29r	03	54	l	0	t	H
f29r	03	55	rho	0	l	H
f29r	03	56	db	1	e	M
f29r	04	1	S	0	m	H
f29r	04	2	T	0	p	H
f29r	04	3	X	0	i	H
f29r	04	4	arr	0	r	H
f29r	04	5	db	0	e	H
f29r	04	6	7	0	e	H
f29r	04	7	l	0	t	H
f29r	04	8	n	0	q	H
f29r	04	9	v	0	u	H
f29r	04	10	db	0	e	H
f29r	04	11	l	0	t	H
f29r	04	12	lam	0	s	H
f29r	04	13	o	0	a	H
f29r	04	14	lam	0	s	H
f29r	04	15	ankh	1	a	M
f29r	04	16	X	0	i	H
f29r	04	17	f	0	n	H
f29r	04	18	box	0	c	H
f29r	04	19	l	0	t	H
f29r	04	20	db	0	e	H
f29r	04	21	l	0	t	H
f29r	04	22	psi	0	e	H
f29r	04	23	lam	0	s	H
f29r	04	24	psi	0	e	H
f29r	04	25	S	0	m	H
f29r	04	26	th	0	b	H
f29r	04	27	l	1	t	M
f29r	04	28	z	0	o	H
f29r	04	29	I	0	i	H
f29r	04	30	l	0	t	H
f29r	04	31	n	0	q	H
f29r	04	32	v	0	u	H
f29r	04	33	X	0	i	H
f29r	04	34	rho	0	l	H
f29r	04	35	E	1	y	M
f29r	04	36	f	0	n	H
f29r	04	37	psi	0	e	H
f29r	04	38	lam	0	s	H
f29r	04	39	box	0	c	H
f29r	04	40	o	0	a	H
f29r	04	41	l	1	t	M
f29r	04	42	arr	0	r	H
f29r	04	43	z	0	o	H
f29r	04	44	I	0	i	H
f29r	04	45	l	0	t	H
f29r	04	46	S	0	m	H
f29r	04	47	I	0	i	H
f29r	04	48	psi	0	e	H
f29r	04	49	v	0	u	H
f29r	04	50	rho	0	l	H
f29r	04	51	six	0	x	C
f29r	04	52	Del	0	f	H
f29r	04	53	o	0	a	H
f29r	04	54	I	0	i	H
f29r	04	55	arr	0	r	H
f29r	04	56	psi	0	e	H
f29r	04	57	T	0	p	H
f29r	05	1	z	0	o	H
f29r	05	2	v	0	u	H
f29r	05	3	arr	0	r	H
f29r	05	4	q	0	d	H
f29r	05	5	db	0	e	H
f29r	05	6	S	0	m	H
f29r	05	7	z	0	o	H
f29r	05	8	v	0	u	H
f29r	05	9	arr	0	r	H
f29r	05	10	psi	0	e	H
f29r	05	11	arr	0	r	H
f29r	05	12	7	0	e	H
f29r	05	13	f	0	n	H
f29r	05	14	th	0	b	H
f29r	05	15	z	0	o	H
f29r	05	16	A	0	n	C
f29r	05	17	psi	0	e	H
f29r	05	18	z	0	o	H
f29r	05	19	T	0	p	H
f29r	05	20	X	0	i	H
f29r	05	21	f	0	n	H
f29r	05	22	X	0	i	H
f29r	05	23	z	0	o	H
f29r	05	24	f	0	n	H
f29r	05	25	q	0	d	H
f29r	05	26	psi	0	e	H
f29r	05	27	l	0	t	H
f29r	05	28	z	0	o	H
f29r	05	29	v	0	u	H
f29r	05	30	l	0	t	H
f29r	05	31	db	0	e	H
f29r	05	32	rho	0	l	H
f29r	05	33	I	0	i	H
f29r	05	34	l	0	t	H
f29r	05	35	o	0	a	H
f29r	05	36	rho	0	l	H
f29r	05	37	X	0	i	H
f29r	05	38	psi	0	e	H
f29r	05	39	7	0	e	H
f29r	05	40	l	0	t	H
f29r	05	41	E	0	y	H
f29r	05	42	psi	0	e	H
f29r	05	43	lam	0	s	H
f29r	05	44	l	0	t	H
f29r	05	45	q	0	d	H
f29r	05	46	db	0	e	H
f29r	05	47	l	1	t	M
f29r	05	48	o	0	a	H
f29r	05	49	I	0	i	H
f29r	05	50	f	0	n	H
f29r	05	51	l	0	t	H
f29r	05	52	psi	0	e	H
f29r	05	53	f	1	n	M
f29r	06	1	f	0	n	H
f29r	06	2	v	0	u	H
f29r	06	3	7	0	e	H
f29r	06	4	l	0	t	H
f29r	06	5	o	0	a	H
f29r	06	6	E	0	y	H
f29r	06	7	q	0	d	H
f29r	06	8	psi	0	e	H
f29r	06	9	7	0	e	H
f29r	06	10	f	0	n	H
f29r	06	11	box	0	c	H
f29r	06	12	psi	0	e	H
f29r	06	13	n	0	q	H
f29r	06	14	v	0	u	H
f29r	06	15	X	0	i	H
f29r	06	16	rho	0	l	H
f29r	06	17	E	0	y	H
f29r	06	18	l	0	t	H
f29r	06	19	th	0	b	H
f29r	06	20	psi	0	e	H
f29r	06	21	f	0	n	H
f29r	06	22	l	0	t	H
f29r	06	23	n	0	q	H
f29r	06	24	v	0	u	H
f29r	06	25	db	0	e	H
f29r	06	26	q	0	d	H
f29r	06	27	psi	0	e	H
f29r	06	28	rho	0	l	H
f29r	06	29	o	0	a	H
f29r	06	30	I	0	i	H
f29r	06	31	H	0	s	H
f29r	06	32	db	0	e	H
f29r	06	33	arr	0	r	H
f29r	06	34	rho	0	l	H
f29r	06	35	psi	0	e	H
f29r	06	36	q	0	d	H
f29r	06	37	X	0	i	H
f29r	06	38	box	0	c	H
f29r	06	39	l	0	t	H
f29r	06	40	plus	0	[duc de Bar]	C
f29r	06	41	ankh	1	a	M
f29r	06	42	hash	0	[Millan]	C
f29r	06	43	7	0	e	H
f29r	06	44	l	0	t	H
f29r	06	45	Del	0	f	H
f29r	06	46	o	0	a	H
f29r	06	47	I	0	i	H
f29r	06	48	arr	0	r	H
f29r	06	49	db	0	e	H
f29r	06	50	yogh	1	[Véniciens]	M
f29r	06	51	l	1	t	M
f29r	06	52	v	0	u	H
f29r	06	53	psi	0	e	H
f29r	06	54	q	0	d	H
f29r	06	55	db	0	e	H
f29r	06	56	q	0	d	H
f29r	06	57	ankh	0	a	H
f29r	06	58	f	0	n	H
f29r	07	1	lam	0	s	H
f29r	07	2	rho	0	l	H
f29r	07	3	psi	0	e	H
f29r	07	4	lam	0	s	H
f29r	07	5	box	0	c	H
f29r	07	6	E	0	y	H
f29r	07	7	?	0	<?>	U
f29r	07	8	lam	0	s	H
f29r	07	9	l	0	t	H
f29r	07	10	psi	0	e	H
f29r	07	11	o	0	a	H
f29r	07	12	v	0	u	H
f29r	07	13	rho	0	l	H
f29r	07	14	six	0	x	C
f29r	07	15	q	0	d	H
f29r	07	16	psi	0	e	H
f29r	07	17	hash	0	[Millan]	C
f29r	07	18	7	0	e	H
f29r	07	19	l	0	t	H
f29r	07	20	box	0	c	H
f29r	07	21	arr	0	r	H
f29r	07	22	psi	0	e	H
f29r	07	23	S	0	m	H
f29r	07	24	z	0	o	H
f29r	07	25	A	0	n	C
f29r	07	26	psi	0	e	H
f29r	07	27	rho	0	l	H
f29r	07	28	psi	0	e	H
f29r	07	29	lam	0	s	H
f29r	07	30	box	0	c	H
f29r	07	31	E	0	y	H
f29r	07	32	o	0	a	H
f29r	07	33	lam	0	s	H
f29r	07	34	l	0	t	H
f29r	07	35	db	0	e	H
f29r	07	36	six	0	x	C
f29r	07	37	o	0	a	H
f29r	07	38	I	0	i	H
f29r	07	39	f	0	n	H
f29r	07	40	lam	0	s	H
f29r	07	41	Del	0	f	H
f29r	07	42	psi	0	e	H
f29r	07	43	v	0	u	H
f29r	07	44	H	0	s	H
f29r	07	45	db	0	e	H
f29r	07	46	f	0	n	H
f29r	07	47	l	0	t	H
f29r	07	48	S	0	m	H
f29r	07	49	I	0	i	H
f29r	07	50	lam	0	s	H
f29r	07	51	Del	0	f	H
f29r	07	52	I	0	i	H
f29r	07	53	q	0	d	H
f29r	07	54	psi	0	e	H
f29r	07	55	rho	0	l	H
f29r	07	56	db	0	e	H
f29r	07	57	lam	0	s	H
f29r	07	58	q	1	d	M
f29r	08	1	7	0	e	H
f29r	08	2	l	0	t	H
f29r	08	3	n	0	q	H
f29r	08	4	v	0	u	H
f29r	08	5	X	0	i	H
f29r	08	6	Del	0	f	H
f29r	08	7	psi	0	e	H
f29r	08	8	I	0	i	H
f29r	08	9	H	0	s	H
f29r	08	10	db	0	e	H
f29r	08	11	f	0	n	H
f29r	08	12	l	0	t	H
f29r	08	13	rho	0	l	H
f29r	08	14	psi	0	e	H
f29r	08	15	lam	0	s	H
f29r	08	16	db	0	e	H
f29r	08	17	arr	0	r	H
f29r	08	18	S	0	m	H
f29r	08	19	db	0	e	H
f29r	08	20	f	0	n	H
f29r	08	21	l	0	t	H
f29r	08	22	o	0	a	H
f29r	08	23	v	0	u	H
f29r	08	24	q	0	d	H
f29r	08	25	I	0	i	H
f29r	08	26	box	0	c	H
f29r	08	27	l	0	t	H
f29r	08	28	plus	0	[duc de Bar]	C
f29r	08	29	lamL	1	-	M
f29r	08	30	7	0	e	H
f29r	08	31	l	0	t	H
f29r	08	32	o	0	a	H
f29r	08	33	v	0	u	H
f29r	08	34	q	0	d	H
f29r	08	35	X	0	i	H
f29r	08	36	box	0	c	H
f29r	08	37	l	0	t	H
f29r	08	38	U	0	[l'empereur]	H
f29r	08	39	m	0	-	H
f29r	08	40	o	0	a	H
f29r	08	41	v	0	u	H
f29r	08	42	H	0	s	H
f29r	08	43	X	0	i	H
f29r	08	44	psi	0	e	H
f29r	08	45	f	0	n	H
f29r	08	46	box	0	c	H
f29r	08	47	o	0	a	H
f29r	08	48	lam	0	s	H
f29r	08	49	n	0	q	H
f29r	08	50	v	0	u	H
f29r	08	51	db	0	e	H
f29r	08	52	rho	0	l	H
f29r	08	53	psi	0	e	H
f29r	08	54	q	0	d	H
f29r	08	55	q	1	d	M
f29r	09	1	X	0	i	H
f29r	09	2	box	0	c	H
f29r	09	3	l	0	t	H
f29r	09	4	plus	0	[duc de Bar]	C
f29r	09	5	cross4	1	<cross4>	U
f29r	09	6	f	0	n	H
f29r	09	7	psi	0	e	H
f29r	09	8	lam	0	s	H
f29r	09	9	db	0	e	H
f29r	09	10	q	0	d	H
f29r	09	11	psi	0	e	H
f29r	09	12	T	0	p	H
f29r	09	13	H	1	s	M
f29r	09	14	arr	0	r	H
f29r	09	15	l	0	t	H
f29r	09	16	o	0	a	H
f29r	09	17	lam	0	s	H
f29r	09	18	l	0	t	H
f29r	09	19	7	0	e	H
f29r	09	20	f	0	n	H
f29r	09	21	v	0	u	H
f29r	09	22	db	0	e	H
f29r	09	23	arr	0	r	H
f29r	09	24	lam	0	s	H
f29r	09	25	rho	1	l	M
f29r	09	26	v	0	u	H
f29r	09	27	E	0	y	H
f29r	09	28	Del	0	f	H
f29r	09	29	I	0	i	H
f29r	09	30	rho	0	l	H
f29r	09	31	psi	0	e	H
f29r	09	32	rho	0	l	H
f29r	09	33	db	0	e	H
f29r	09	34	S	0	m	H
f29r	09	35	psi	0	e	H
f29r	09	36	f	0	n	H
f29r	09	37	l	0	t	H
f29r	09	38	7	0	e	H
f29r	09	39	f	0	n	H
f29r	09	40	n	0	q	H
f29r	09	41	v	0	u	H
f29r	09	42	db	0	e	H
f29r	09	43	q	0	d	H
f29r	09	44	psi	0	e	H
f29r	09	45	lam	0	s	H
f29r	09	46	dbar	0	g	H
f29r	09	47	psi	0	e	H
f29r	09	48	f	0	n	H
f29r	09	49	lam	1	s	M
f29r	09	50	q	0	d	H
f29r	09	51	sq	1	o	M
f29r	09	52	q	1	d	M
f29r	10	1	arr	0	r	H
f29r	10	2	q	0	d	H
f29r	10	3	sq	0	o	H
f29r	10	4	A	0	n	C
f29r	10	5	o	0	a	H
f29r	10	6	f	0	n	H
f29r	10	7	box	0	c	H
f29r	10	8	psi	0	e	H
f29r	10	9	n	0	q	H
f29r	10	10	v	0	u	H
f29r	10	11	db	0	e	H
f29r	10	12	rho	0	l	H
f29r	10	13	psi	0	e	H
f29r	10	14	q	0	d	H
f29r	10	15	I	0	i	H
f29r	10	16	box	0	c	H
f29r	10	17	l	0	t	H
f29r	10	18	plus	0	[duc de Bar]	C
f29r	10	19	K	0	-	H
f29r	10	20	l	0	t	H
f29r	10	21	I	0	i	H
f29r	10	22	psi	0	e	H
f29r	10	23	f	0	n	H
f29r	10	24	q	0	d	H
f29r	10	25	arr	0	r	H
f29r	10	26	z	0	o	H
f29r	10	27	I	0	i	H
f29r	10	28	l	0	t	H
f29r	10	29	Del	0	f	H
f29r	10	30	psi	0	e	H
f29r	10	31	v	0	u	H
f29r	10	32	lam	0	s	H
f29r	10	33	l	0	t	H
f29r	10	34	Del	0	f	H
f29r	10	35	o	0	a	H
f29r	10	36	I	0	i	H
f29r	10	37	box	0	c	H
f29r	10	38	l	0	t	H
f29r	10	39	R	0	u	H
f29r	10	40	f	0	n	H
f29r	10	41	dbar	0	g	H
f29r	10	42	box	0	c	H
f29r	10	43	E	0	y	H
f29r	10	44	psi	0	e	H
f29r	10	45	Del	0	f	H
f29r	10	46	7	0	e	H
f29r	10	47	f	0	n	H
f29r	10	48	T	0	p	H
f29r	10	49	o	0	a	H
f29r	10	50	arr	0	r	H
f29r	10	51	db	0	e	H
f29r	10	52	X	0	i	H
f29r	10	53	l	1	t	M
f29r	11	1	rho	0	l	H
f29r	11	2	box	0	c	H
f29r	11	3	o	0	a	H
f29r	11	4	lam	0	s	H
f29r	11	5	7	0	e	H
f29r	11	6	l	0	t	H
f29r	11	7	rho	0	l	H
f29r	11	8	o	0	a	H
f29r	11	9	z	0	o	H
f29r	11	10	v	0	u	H
f29r	11	11	rho	0	l	H
f29r	11	12	psi	0	e	H
f29r	11	13	q	0	d	H
f29r	11	14	I	0	i	H
f29r	11	15	box	0	c	H
f29r	11	16	l	0	t	H
f29r	11	17	plus	0	[duc de Bar]	C
f29r	11	18	K	0	-	H
f29r	11	19	f	0	n	H
f29r	11	20	psi	0	e	H
f29r	11	21	lam	0	s	H
f29r	11	22	db	0	e	H
f29r	11	23	arr	0	r	H
f29r	11	24	z	0	o	H
f29r	11	25	I	0	i	H
f29r	11	26	l	0	t	H
f29r	11	27	o	0	a	H
f29r	11	28	dbar	0	g	H
f29r	11	29	arr	0	r	H
f29r	11	30	psi	0	e	H
f29r	11	31	ankh	1	a	M
f29r	11	32	th	0	b	H
f29r	11	33	rho	0	l	H
f29r	11	34	psi	0	e	H
f29r	11	35	o	0	a	H
f29r	11	36	lam	0	s	H
f29r	11	37	ankh	1	a	M
f29r	11	38	S	0	m	H
f29r	11	39	o	0	a	H
f29r	11	40	I	0	i	H
f29r	11	41	db	0	e	H
f29r	11	42	lam	0	s	H
f29r	11	43	l	0	t	H
f29r	11	44	psi	0	e	H
f29r	11	45	n	0	q	H
f29r	11	46	v	0	u	H
f29r	11	47	X	0	i	H
f29r	11	48	rho	0	l	H
f29r	11	49	E	0	y	H
f29r	11	50	S	0	m	H
f29r	11	51	I	0	i	H
f29r	11	52	lam	0	s	H
f29r	11	53	l	0	t	H
f29r	12	1	R	0	u	H
f29r	12	2	f	0	n	H
f29r	12	3	dbar	0	g	H
f29r	12	4	o	0	a	H
f29r	12	5	v	0	u	H
f29r	12	6	l	0	t	H
f29r	12	7	arr	0	r	H
f29r	12	8	db	0	e	H
f29r	12	9	T	0	p	H
f29r	12	10	H	0	s	H
f29r	12	11	v	0	u	H
f29r	12	12	arr	0	r	H
f29r	12	13	q	0	d	H
f29r	12	14	v	0	u	H
f29r	12	15	box	0	c	H
f29r	12	16	n	0	q	H
f29r	12	17	v	0	u	H
f29r	12	18	X	0	i	H
f29r	12	19	Del	0	f	H
f29r	12	20	v	0	u	H
f29r	12	21	lam	0	s	H
f29r	12	22	l	0	t	H
f29r	12	23	o	0	a	H
f29r	12	24	dbar	0	g	H
f29r	12	25	arr	0	r	H
f29r	12	26	db	0	e	H
f29r	12	27	ankh	0	a	H
f29r	12	28	o	1	a	M
f29r	12	29	rho	0	l	H
f29r	12	30	psi	0	e	H
f29r	12	31	o	0	a	H
f29r	12	32	l	0	t	H
f29r	12	33	z	0	o	H
f29r	12	34	v	0	u	H
f29r	12	35	l	0	t	H
f29r	12	36	psi	0	e	H
f29r	12	37	l	1	t	M
f29r	12	38	I	0	i	H
f29r	12	39	l	0	t	H
f29r	12	40	o	0	a	H
f29r	12	41	rho	0	l	H
f29r	12	42	X	0	i	H
f29r	12	43	psi	0	e	H
f29r	12	44	7	0	e	H
f29r	12	45	l	0	t	H
f29r	12	46	n	0	q	H
f29r	12	47	v	0	u	H
f29r	12	48	n	1	q	M
f29r	12	49	box	0	c	H
f29r	12	50	psi	0	e	H
f29r	12	51	rho	0	l	H
f29r	12	52	o	0	a	H
f29r	12	53	rho	0	l	H
f29r	12	54	v	0	u	H
f29r	12	55	E	0	y	H
f29r	13	1	lam	0	s	H
f29r	13	2	psi	0	e	H
f29r	13	3	S	0	m	H
f29r	13	4	rho	0	l	H
f29r	13	5	z	0	o	H
f29r	13	6	I	0	i	H
f29r	13	7	l	0	t	H
f29r	13	8	psi	0	e	H
f29r	13	9	lam	0	s	H
f29r	13	10	l	0	t	H
f29r	13	11	arr	0	r	H
f29r	13	12	db	0	e	H
f29r	13	13	rho	0	l	H
f29r	13	14	T	0	p	H
f29r	13	15	v	0	u	H
f29r	13	16	lam	0	s	H
f29r	13	17	o	0	a	H
f29r	13	18	lam	0	s	H
f29r	13	19	z	0	o	H
f29r	13	20	f	0	n	H
f29r	13	21	T	0	p	H
f29r	13	22	arr	0	r	H
f29r	13	23	z	0	o	H
f29r	13	24	T	0	p	H
f29r	13	25	sq	0	o	H
f29r	13	26	w	0	z	H
f29r	13	27	n	0	q	H
f29r	13	28	v	0	u	H
f29r	13	29	db	0	e	H
f29r	13	30	q	0	d	H
f29r	13	31	psi	0	e	H
f29r	13	32	lam	0	s	H
f29r	13	33	psi	0	e	H
f29r	13	34	f	0	n	H
f29r	13	35	R	0	u	H
f29r	13	36	z	0	o	H
f29r	13	37	v	0	u	H
f29r	13	38	six	0	x	C
f29r	13	39	rho	1	l	M
f29r	13	40	sq	0	o	H
f29r	13	41	I	0	i	H
f29r	13	42	arr	0	r	H
f29r	13	43	Del	0	f	H
f29r	13	44	o	0	a	H
f29r	13	45	I	0	i	H
f29r	13	46	arr	0	r	H
f29r	13	47	psi	0	e	H
f29r	13	48	lam	0	s	H
f29r	13	49	psi	0	e	H
f29r	13	50	I	0	i	H
f29r	13	51	dbar	1	g	M
f29r	13	52	f	1	n	M
f29r	13	53	7	0	e	H
f29r	14	1	v	0	u	H
f29r	14	2	arr	0	r	H
f29r	14	3	7	0	e	H
f29r	14	4	l	0	t	H
f29r	14	5	db	0	e	H
f29r	14	6	f	0	n	H
f29r	14	7	psi	0	e	H
f29r	14	8	lam	0	s	H
f29r	14	9	l	0	t	H
f29r	14	10	arr	0	r	H
f29r	14	11	db	0	e	H
f29r	14	12	l	0	t	H
f29r	14	13	z	0	o	H
f29r	14	14	v	0	u	H
f29r	14	15	lam	0	s	H
f29r	14	16	I	0	i	H
f29r	14	17	z	0	o	H
f29r	14	18	v	0	u	H
f29r	14	19	arr	0	r	H
f29r	14	20	lam	0	s	H
f29r	14	21	psi	0	e	H
f29r	14	22	f	0	n	H
f29r	14	23	T	0	p	H
f29r	14	24	psi	0	e	H
f29r	14	25	I	0	i	H
f29r	14	26	f	0	n	H
f29r	14	27	psi	0	e	H
f29r	14	28	q	0	d	H
f29r	14	29	sq	0	o	H
f29r	14	30	v	0	u	H
f29r	14	31	th	1	b	M
f29r	14	32	l	0	t	H
f29r	14	33	db	0	e	H
f29r	14	34	psi	0	e	H
f29r	14	35	l	0	t	H
f29r	14	36	q	0	d	H
f29r	14	37	psi	0	e	H
f29r	14	38	lam	0	s	H
f29r	14	39	T	0	p	H
f29r	14	40	db	0	e	H
f29r	14	41	f	0	n	H
f29r	14	42	box	0	c	H
f29r	14	43	psi	0	e	H
f29r	14	44	T	0	p	H
f29r	14	45	sq	1	o	M
f29r	14	46	v	0	u	H
f29r	14	47	arr	0	r	H
f29r	14	48	o	0	a	H
f29r	14	49	v	0	u	H
f29r	14	50	l	0	t	H
f29r	14	51	ankh	1	a	M
f29r	14	52	f	0	n	H
f29r	14	53	l	0	t	H
f29r	14	54	n	0	q	H
f29r	14	55	v	0	u	H
f29r	14	56	db	0	e	H
f29r	15	1	box	0	c	H
f29r	15	2	E	0	y	H
f29r	15	3	o	0	a	H
f29r	15	4	box	0	c	H
f29r	15	5	v	0	u	H
f29r	15	6	f	0	n	H
f29r	15	7	lam	0	s	H
f29r	15	8	psi	0	e	H
f29r	15	9	l	0	t	H
f29r	15	10	I	0	i	H
f29r	15	11	db	0	e	H
f29r	15	12	f	0	n	H
f29r	15	13	q	0	d	H
f29r	15	14	arr	0	r	H
f29r	15	15	z	0	o	H
f29r	15	16	I	0	i	H
f29r	15	17	l	0	t	H
f29r	15	18	l	0	t	H
f29r	15	19	z	0	o	H
f29r	15	20	v	0	u	H
f29r	15	21	lam	0	s	H
f29r	15	22	X	0	i	H
f29r	15	23	z	0	o	H
f29r	15	24	v	0	u	H
f29r	15	25	arr	0	r	H
f29r	15	26	lam	0	s	H
f29r	15	27	o	0	a	H
f29r	15	28	arr	0	r	H
f29r	15	29	S	0	m	H
f29r	15	30	db	0	e	H
f29r	15	31	T	0	p	H
f29r	15	32	H	0	s	H
f29r	15	33	v	0	u	H
f29r	15	34	arr	0	r	H
f29r	15	35	rho	0	l	H
f29r	15	36	o	0	a	H
f29r	15	37	q	0	d	H
f29r	15	38	z	0	o	H
f29r	15	39	v	0	u	H
f29r	15	40	th	1	b	M
f29r	15	41	l	0	t	H
f29r	15	42	db	0	e	H
f29r	15	43	n	0	q	H
f29r	15	44	v	0	u	H
f29r	15	45	db	0	e	H
f29r	15	46	rho	0	l	H
f29r	15	47	z	0	o	H
f29r	15	48	f	0	n	H
f29r	15	49	o	0	a	H
f29r	15	50	v	0	u	H
f29r	15	51	arr	0	r	H
f29r	15	52	z	0	o	H
f29r	15	53	I	0	i	H
f29r	15	54	l	0	t	H
f29r	15	55	box	0	c	H
f29r	15	56	7	0	e	H
f29r	15	57	yogh	1	[Véniciens]	M
f29r	16	1	n	0	q	H
f29r	16	2	v	0	u	H
f29r	16	3	db	0	e	H
f29r	16	4	o	0	a	H
f29r	16	5	v	0	u	H
f29r	16	6	q	0	d	H
