sid	page	line	pos	x	y	w	h	rh	rw	dy	marks
f110_13_004	f110	13	4	167	1273	52	57	2.591	2.364	1.068	
f110_13_005	f110	13	5	234	1249	41	38	1.727	1.864	-0.455	
f110_13_006	f110	13	6	270	1266	33	21	0.955	1.500	-0.068	
f110_13_007	f110	13	7	304	1274	13	12	0.545	0.591	0.091	
f110_13_008	f110	13	8	320	1269	59	59	2.682	2.682	0.932	
f110_13_009	f110	13	9	381	1258	32	28	1.273	1.455	-0.273	
f110_13_010	f110	13	10	408	1245	46	44	2.000	2.091	-0.500	
f110_13_011	f110	13	11	444	1260	32	22	1.000	1.455	-0.318	
f110_13_012	f110	13	12	478	1267	25	17	0.773	1.136	-0.114	
f110_13_013	f110	13	13	505	1270	15	13	0.591	0.682	-0.068	
f110_13_014	f110	13	14	514	1266	16	9	0.409	0.727	-0.341	
f110_13_015	f110	13	15	531	1230	60	76	3.455	2.727	-0.455	f110_13_m0030
f110_14_001	f110	14	1	31	1365	5	107	4.864	0.227	1.750	
f110_14_002	f110	14	2	79	1374	3	19	0.864	0.136	0.159	
f110_14_003	f110	14	3	83	1353	85	39	1.773	3.864	-0.341	
f110_14_004	f110	14	4	171	1380	17	7	0.318	0.773	0.159	
f110_14_005	f110	14	5	189	1340	52	47	2.136	2.364	-0.750	f110_14_m0033
f110_14_006	f110	14	6	232	1372	65	19	0.864	2.955	0.068	f110_14_m0031|f110_14_m0032|f110_14_m0034
f110_14_007	f110	14	7	301	1375	13	15	0.682	0.591	0.114	
f110_14_008	f110	14	8	310	1371	16	11	0.500	0.727	-0.159	
f110_14_009	f110	14	9	320	1309	20	93	4.227	0.909	-1.114	
f110_14_010	f110	14	10	338	1373	18	20	0.909	0.818	0.136	
f110_14_011	f110	14	11	357	1374	13	16	0.727	0.591	0.091	
f110_14_012	f110	14	12	373	1373	35	15	0.682	1.591	0.023	
f110_14_013	f110	14	13	406	1371	17	19	0.864	0.773	0.023	
f110_14_014	f110	14	14	427	1368	19	18	0.818	0.864	-0.136	
f110_14_015	f110	14	15	509	1370	15	16	0.727	0.682	-0.091	
f110_14_016	f110	14	16	517	1368	37	20	0.909	1.682	-0.091	
f110_14_017	f110	14	17	559	1371	12	14	0.636	0.545	-0.091	
f110_14_018	f110	14	18	573	1343	31	49	2.227	1.409	-0.568	
f110_14_019	f110	14	19	598	1370	16	8	0.364	0.727	-0.273	
f110_15_001	f110	15	1	30	1613	3	117	5.318	0.136	4.886	f110_15_m0035|f110_15_m0038|f110_15_m0039
f110_15_002	f110	15	2	371	1559	54	39	1.773	2.455	0.659	f110_15_m0040
f110_15_003	f110	15	3	495	1557	12	17	0.773	0.545	0.068	
f110_15_004	f110	15	4	509	1558	15	15	0.682	0.682	0.068	
f110_15_005	f110	15	5	528	1534	11	41	1.864	0.500	-0.432	
f110_15_006	f110	15	6	546	1522	46	52	2.364	2.091	-0.727	f110_15_m0036|f110_15_m0037
f110_16_001	f110	16	1	52	1894	24	6	0.273	1.091	0.773	f110_16_m0041|f110_16_m0042
f110_16_002	f110	16	2	1119	1879	19	4	0.182	0.864	0.045	
f110_16_003	f110	16	3	1140	1881	20	2	0.091	0.909	0.091	
f110_16_004	f110	16	4	1165	1880	30	2	0.091	1.364	0.045	
f110_16_005	f110	16	5	1196	1878	16	4	0.182	0.727	0.000	
f110_16_006	f110	16	6	1214	1877	15	5	0.227	0.682	-0.023	
f110_16_007	f110	16	7	1365	1874	53	7	0.318	2.409	-0.114	
